Uuid,Void/Retire,Name,Concept Drug,Concept Dosage Form,Strength,_version:1,_order:1010
88fe794d-a911-47cb-a711-f14a46a5ecb4,0,Folic Acid 5mg tablet,Folic Acid,Comprimé,5mg,,
ed8c93ad-2e01-4fa6-84a4-d4b1b26c393c,0,Frakidex 5g Eye Ointment,Frakidex,Crème,5g,,
1081986a-b322-457d-83c1-54afb3687fda,0,Framycetin Dexamethasone,Framycetin,,,,
5f02cb0c-7de6-4499-9d0d-146640a04ff9,0,Gabapentine 300mg Caps,Gabapentine,Capsule,300mg,,
dc792337-a867-46d5-beef-d19e5120b277,0,Gentamycin + Dexamethasone,Gentamycin+Dexamethasone,,,,
a21af58d-2970-4b3e-a16b-7c1d22c7586c,0,Gliclazide 60mg Tablets,Gliclazide,Comprimé,60mg,,
e50dac6a-05ea-4f61-a332-51af97dbe8ca,0,Glimepiride 4mg Tablet,Glimepiride,Comprimé,4mg,,
034a00f1-b8d6-44b2-a8ee-4079ddb20a2e,0,Glycerin Oil 100ml,Glycerin,,100ml,,
e9abe8c9-ce51-4149-a586-6496be8862ea,0,Glycerin Supp 2g Child,Glycerin,Suppositoire,2g,,
de316164-c473-45b6-acdd-109affb332c8,0,Glycerin Supp 4g Adult,Glycerin,Suppositoire,4g,,
3607ea16-cf4d-42b1-ad70-8fc6830b63e8,0,Haldol 1mg PO,Haldol,Comprimé,1mg,,
914a4039-70bf-4253-ad4b-8f43b1731496,0,Haloperidol decanoate inj (Haldol Decanoate),Haloperidol,Injection,,,
ba61a3a3-8e06-4194-b254-cfa24fdefe60,0,"Hydralazine 20mg/2ml, 1 vial",Hydralazine,,20mg/2ml,,
b876d180-ccb5-445a-a191-693ca1a1159b,0,Hydralazine 25mg Tablets,Hydralazine,Comprimé,25mg,,
e0e436ae-6da9-4693-a5c2-7e73198a3eb5,0,Hydrocortisone 1% Ointophth,Hydrocortisone,Crème,1%,,
412d2ef4-c30f-49e1-a9df-fff6c310d282,0,Hydroxycarbamide 500mg Tablets,Hydroxycarbamide,Comprimé,500mg,,
2743564d-dcbd-44c3-8877-af89c06c21a2,0,Hyoscine butylbromide 10mg,Hyoscine butylbromide,Comprimé,10mg,,
7fd80eb5-37e0-4025-8750-1c9a558bb91f,0,Ibuprofen 200mg Tablets,Ibuprofen,Comprimé,200mg,,
76a3ae16-8612-44c0-b22d-c282e5ba4ef9,0,Indomethacin 0.1% eye drops 5ml,Indomethacin,Gouttes pour les yeux,0.1%/5ml,,
d1cfd8b4-646b-4ce7-aedd-0b8fe86bfa79,0,Ipratropium Bromide 0.02mg/dos,Ipratropium Bromide,Solution,0.02mg,,
279e7d6a-35de-4155-bd98-1f2c3b3a37e3,0,Iron Dextran 100mg/2ml inject,Iron Dextran,Injection,100mg/2ml,,
f054d6e8-4ed4-48f0-b05c-05ac00bca6ec,0,Isosorbide dinitrate 5mg subli,Isosorbide dinitrate,Comprimé,5mg,,
35ad9505-d51e-4630-9bec-751319f2f134,0,"Ivermectin 3mg Tablet, 1 tab",Ivermectin,Comprimé,3mg,,
c1071084-743a-44a1-a626-df1f9ac0b4fd,0,"Ketoconazole Shampoo, 100ml",Shampooing,Comprimé,100ml,,
5924e229-833d-40b1-93d8-258c02562ce3,0,Ketorolac (tromethamineopthal),Ketorolac,Solution,,,
233cd5d2-6712-4561-9332-de1a5b915def,0,"K-Y Jelly 82g, topical 1 tube",K-Y Jelly,Crème,82g/tube,,
faad54a9-cfcd-43fa-932f-63e5a631e1ad,0,Labetalol Hydrochloride 100mg/2ml inj,Labetalol,Injection,100mg/2ml,,
82d39f0b-d4f7-445a-89bf-7b401d66de91,0,Leucovorin 50mg inj,Leucovorin,Injection,50mg,,
fb0c3d58-a04e-4b08-9ba2-d735a44928b3,0,Levocabastine Levoptha Eye gtt.,Levocabastine Levoptha,Gouttes pour les yeux,,,
c68e7393-75f7-437c-92e6-23582d849823,0,"Levonorgestrel 0.03mg, 1 cycle(Microlut)",Levonorgestrel,Comprimé,0.03mg,,
b6cf128b-94b7-48b9-a6c6-672be3048300,0,Liposic gel,Liposic,Crème,,,
0c6bf0e8-9899-4d9f-992e-1bcfe07df578,0,Lisinopril 20mg Tablets,Lisinopril,Comprimé,20mg,,
fe09deff-76e2-4395-961c-f11a8ab357c0,0,Loratadine 10mg tab,Loratadine,Comprimé,10mg,,
6e3867c9-e401-41ee-9a32-60ed2c363b27,0,Loratadine Oral Susp 5mg/5ml,Loratadine,Suspension,5mg/5ml,,
c330f314-8ccc-4ce5-af52-dbdc4324a21e,0,Lorazepam 1mg (Ativan),Lorazepam,Comprimé,1mg,,
b5fc225c-cb9d-423e-a080-6ab647efdb8a,0,Losartan Potassium 50mg Tabs,Losartan,Comprimé,50mg,,
a715c930-20da-42e3-ae17-e84bacbc66cf,0,"Lugol solution 5%, 100ml",Lugol,Solution,5%/100ml,,
d53cbf61-1f95-4f33-85e5-3f283a34c189,0,M Bismuth 500mg/15ml,M Bismuth,,500mg/15ml,,
6f5d0162-466b-4719-b74b-15d6ab41494f,0,M Expectorant,M Expectorant,,,,
fb274cad-909b-4007-a092-a87f293f9f78,0,M Mag Tris powder,M Mag tris,Poudre,,,
bfa33278-2439-461f-9cc3-109b1af4fb84,0,Mag Tri/Al Hyd tablet,Mag Tri/Al Hyd,Comprimé,,,
131fbb2e-349c-4c4c-a61e-26a6a625a49c,0,"Maxidrol Eye Drops, 3ml",Maxidrol,Gouttes pour les yeux,3ml,,
e6da7a74-372a-47cf-82a8-f2becee05501,0,"MAXIDROL POM OPHT T/3.5g",Maxidrol,Crème,3.5g,,
84866c6b-7c0c-48ad-91b6-e3fd9c008d2a,0,Meningitis Vaccine 1 dose,Meningitis Vaccine,,,,
f1d5d12b-c240-4722-8b70-b109e0dedf8e,0,Menthol 1.5% Cream,Menthol,Crème,1.5%,,
8dc6a87e-8196-4c30-a414-e27600de2d4e,0,Metformin 1g Tablets,Metformin,Comprimé,1g,,
35c9f84f-a6af-4689-8666-3426be56c5e9,0,Metformin 500mg Tablets,Metformin,Comprimé,500mg,,
4a1866d9-ae15-4838-9275-30770d8d1cfb,0,Methotrexate 1g Tabs,Methotrexate,Comprimé,1g,,
c0fdd34f-fb97-477a-9a74-6955962e97b5,0,Methotrexate 500mg Tabs,Methotrexate,Comprimé,500mg,,
546f3d04-e9e2-421d-9e79-2261e7cda67f,0,Methycelulose 1% Drops Ophth.,Methycelulose,Gouttes pour les yeux,1%,,
f1f235ba-2628-4446-a702-4862da8793f0,0,"Metronidazole 0.5% IV, 100ml",Metronidazole,Injection,0.5%/100ml,,
7043ff4a-8520-40d5-91a1-44b72cd52b5a,0,Metronidazole Dilu 200/250mg t,Metronidazole Dilu,Comprimé,200/250mg,,
8323e9af-0a9a-4232-be8e-47dbe05b36c1,0,Metronidazole Dilu 400/500mg t,Metronidazole Dilu,Comprimé,400/500mg,,
58d09011-dc58-4ed5-bf84-cfb5e5a0d405,0,Miconizole Nitrate 10mg Tabs,Miconizole Nitrate,Comprimé,10mg,,
1ef208bc-7da7-459a-8a0e-b0c7ee16dfa8,0,Miorel 4mg tablet,Miorel,Comprimé,4mg,,
7f589916-a50b-4143-b1ca-4adc7b37a01a,0,Misoprostol 200mcg tablets,Misoprostol,Comprimé,200mcg,,
6ea23296-8c38-4d6e-a671-7635b885fdd9,0,Mometasone Furoate 140 doses,Mometasone Furoate,Spray,140doses,,
891a5436-80b6-4dfa-9d41-6181528099ef,0,Mouth Wash Colgate 100ml,Mouth Wash Colgate,Solution,100ml,,
2a8e106e-b28f-48aa-a386-460cd199e4a9,0,Mydriaticum 0.5% 10ml,Mydriaticum,,0.5%/10ml,,
5c1c7390-4232-4694-a0a3-47a806bd0dff,0,Naabak 4.9% 5ml drop,Naabak,Gouttes pour les yeux,4.9%/5ml,,
e47b41a0-5fe4-403a-a07f-3e4eec2736be,0,"NaCl 0.9% IV, 1000ml",NaCl,Injection,0.9%IV/1000ml,,
be119327-1edc-4da8-a560-f436d627131c,0,"NaCl 0.9% IV, 250ml",NaCl,Injection,0.9%IV/250ml,,
2e756e61-a591-4735-87ff-7bb9273029d4,0,"NaCl 0.9% IV, 500ml",NaCl,Injection,0.9%IV/500ml,,
3bddbf96-396f-486d-8d9d-b5ed9a6c38e6,0,Naloxone 100microgram injection,Naloxone,Injection,100microgram,,
2a06a661-31cd-4f5b-903b-2b7c651ff5de,0,Natamycin 5% eye drops 3ml,Natamycin,Gouttes pour les yeux,5%/3ml,,
e6afb997-bbae-4f3e-b617-31aac4b0d7d3,0,Natamycin eye Oint 1%,Natamycin,Crème,1%,,
01ea1795-76b3-444a-8f80-b5dd3c331814,0,Neo 0.5%/Hyd 1% Oint,Neo,Crème,0.5%/1%,,
a3b4a6ae-2a54-4265-93af-d9e0178720c9,0,Neo 1%/Hyd 1.5%,Neo,,1%/Hyd1.5%,,
f5b56c88-7605-40f5-a21b-f5f9b9d88d89,0,Neo/Hydro Drops 0.5/1.5% Ophth,Neo/Hydro,Gouttes pour les yeux,0.5/1.5%,,
fe1c800c-9fbb-471e-9123-2de9ae845aeb,0,"Neo-codion (enf, nourisson), - codein+ sodium benzoate syrup",Neo-codion - codein + sodium benzoate,Sirop,,,
65c9b20f-00fb-4d54-bf62-8fc9d59f8b40,0,Neostigmine Bromide 0.5mg/ml,Neostigmine,Comprimé,0.5mg,,
0210701a-8a95-42d2-a2ae-a126bf040b1b,0,Nicardipine tablet 20mg Loxen,Nicardipine,Comprimé,20mg,,
21df3bff-02f4-42e8-8b45-74f22700bb4d,0,Norethisterone 10mg tablet,Norethisterone,Comprimé,10mg,,
408cae1f-d59f-47b8-9da6-46c3ee3cf3dc,0,Nystatin 100 000 U pessery,Nystatin,Pessaire,100 000 U,,
f7407db2-db1c-47a1-b5a8-0371d824ee7d,0,Oral Rehydration Salt (Plain),Oral Rehydration Salt,,,,
f9b22dfa-a04b-42bd-97d9-dbc6899463fa,0,Oral Rehydration Salt with Zinc,Oral Rehydration Salt with Zinc,,,,
4b987258-0edd-4179-9d54-d90fbebaca4f,0,Oxaliplatin 100mg injection,Oxaliplatin,Injection,100mg,,
ddfc5328-5c6c-4917-9350-60ffe22d8cb3,0,Oxymetazoline Aturgyl 0.5 Otic,Oxymetazoline,Goutte otique,0.5%,,
5b9af139-f4f4-4625-b849-0b51c270da17,0,"Paidoterin susp, 100ml",Paidoterin,Suspension,100ml,,
b204c147-50d4-462d-9555-f5da441325f1,0,"Paracetamol 120 syrup, 100ml",Paracetamol,Sirop,100ml,,
5ac0a449-ae5c-4a7f-bcb0-6f9c25c59647,0,Paracetamol Supp 125mg,Paracetamol,Suppositoire,125mg,,
30b71750-86b9-41c1-bcdd-190dcccbd79c,0,"Passedyl enf, Sulfagaiacol, Sodiume benzoate",Passedyl Sulfagaiacol,,,,
0bac9250-454a-4144-a3b1-82c2bb7722ce,0,Penicillin V 250mg tablet,Penicillin V,Comprimé,250mg,,
15078da9-4357-4199-99f3-cb086fa25f55,0,Permethrin 5% Cream,Permethrin,Crème,5%,,
84990f06-d7be-4051-9878-0121bad7f680,0,Phenylephrine 2.5% eye drop 5ml,Phenylephrine,Crème,2.5%,,
312b6dcc-5b38-4735-8c78-ce6d796f8e35,0,Phenytoin 100mg/2ml injection,Phenytoin,Crème,100mg/2ml,,
ee00b64f-47ca-4918-81d7-02e06cef7c22,0,Pilocarpine Nitrate 0.5% Ophth,Pilocarpine Nitrate,,0.5%,,
63c71ff8-8d74-4a79-ab32-28417231286a,0,Pilocarpine Nitrate 4% Ophth 5ml,Pilocarpine Nitrate,,4%/5ml,,
f09a66f9-22f1-4ba6-a1d0-87e92b155c76,0,Pilocarpinehydrochl 2% eye,Pilocarpinehydrochl,Gouttes pour les yeux,2%,,
bd5010c0-ecda-4cfe-85a8-518f7c2c469c,0,"Piperazine powder, 5ml",Piperazine,Poudre,5ml,,
a6b10962-6033-49d2-a56f-0b257b079a53,0,Polyvidonelodi 0.5% 5ml Ophth,Polyvidonelodi,,0.5%/5ml,,
59c53bd6-d71d-417f-aa5d-3d3cb6dbdec2,0,Potassium CL 600mg tablet,Potassium CL,Comprimé,600mg,,
092db4f0-84fc-4099-b74c-ddb10b591996,0,Pred 1%/gent 0.3% eye drops 5ml,Pred,Gouttes pour les yeux,0.3%,,
833c5fc4-b0e2-4a55-9316-b0dc74f797d1,0,"Pred Sod Phos eye drops, 1%, 5ml",Pred Sod phos,Gouttes pour les yeux,1%,,
55612732-6ceb-49e2-9e82-a58fcdda31f3,0,"Primalan 30mg syrup, 60ml",Primalan,Sirop,30mg/60ml,,
b0bf6e4c-1292-4d6a-8557-1cce0e19d53d,0,Pyrodistigmine 60mg,Pyrodistigmine,Comprimé,60mg,,
9590add3-1685-468f-b8c2-f9f87aaa0056,0,Rabies Antiserum 300 IU/2ml,Rabies Antiserum,Injection,300IU/2ml,,
db1bc4aa-c261-4791-8ed1-0432574ce927,0,Ramipril 5mg Tablet,Ramipril,Comprimé,5mg,,
d3c9ef58-6b2d-43c3-90b6-a3b6ba06cce4,0,Ranitidine 300mg f/c,Ranitidine,Comprimé,300mg,,
b95115dc-fc34-44d7-9995-1851b329e26e,0,"Ranitidine, 50mg/2ml inj, vial",Ranitidine,Injection,50mg/2ml,,
dfe06aa8-bb09-424b-956b-5509380f3a3c,0,Reserpine 0.25mg tablet,Reserpine,Comprimé,0.25mg,,
4a6ae478-dcc7-4908-987c-c24c98e6a1df,0,Risperidone 4mg tablets,Risperidone,Comprimé,4mg,,
f7ac1d23-15ad-415b-a250-71335f2e28c9,0,"Salbutamol Steri-Neb, soln",Salbutamol Steri-Neb,Solution,,,
f24d8252-e236-4ac1-b569-e13a6f69d93f,0,Secnidazole/Azithromycin/Fluconazole,Secnidazole/Azithromycin/Fluconazole,,,,
84440837-bca2-4c99-8109-02338d03c966,0,Sildenafil (Viagra) 50mg Tabs,Sildenafil,Comprimé,50mg,,
1546ecea-0402-4f79-8c70-387420112b7c,0,Silverdine 1% cream 50 g,Silverdine,Crème,1%/50g,,
5c39ac19-affd-47fb-a14b-e14b78fcb942,0,Simvastatin 50mg Tablet,Simvastatin,Comprimé,50mg,,
dae53ecb-f021-4678-90a6-f278d049eb3d,0,Spasmo-apotel suppository,Spasmo-apotel,Suppositoire,,,
41804064-8a81-4917-831e-018ea3395961,0,Spiralide 3 MIU,Spiralide,,3MIU,,
b8bad943-7e8c-447d-a9f0-8d62d3818f74,0,Sulfadoxine+Pyrimethamine 500,Sulfadoxine + Pyrimethamine,,500mg,,
8165c1c3-57b1-47fe-857c-a894590cedca,0,"Sulphur Cream, topical",Sulphur,Crème,,,
1b81c94d-7bff-4c9e-967b-76204aea58c6,0,Sumatriptan succinate 50mg,Sumatriptan,Comprimé,50mg,,
bd58e865-8a45-4fa0-a11e-7d3915bbd958,0,Sustanon (Testosterone) 250mg,Sustanon,Comprimé,250mg,,
ca19e6f3-ca87-4f51-9493-24772d61e560,0,Synriam (Arterolane/piperaquine 150/750 mg),Synriam,Comprimé,150/750mg,,
77a8ab58-aaac-4600-a59f-82610e14fbd3,0,Tamoxifen 20mg tablets,Tamoxifen,Comprimé,20mg,,
4c4ca1a2-9feb-41d0-9975-62b24f41f73d,0,"Terbinafine 1% Cream, 15g",Terbinafine,Crème,1%/15g,,
e76806c9-64e5-40c7-b438-3317b6b10bd4,0,Terbinafine 250mg,Terbinafine,,250mg,,
ca16d3c8-9685-4c36-99cf-d62a2376416d,0,Tetanus Antitox 1 500 U inj,Tetanus,Injection,1 500 U,,
d369521e-13bb-4142-9551-c94e86105621,0,Tetanus Toxoid Simgle dose Inj,Tetanus,Injection,Single dose,,
64eb03b6-cecc-4a66-ae62-dc6bd76ac6b5,0,Tetracaine 1% drops 5ml Ophth,Tetracaine,Gouttes pour les yeux,1%/5ml,,
abfb34ba-4bd5-4577-a5f1-2b273fd70c70,0,Tetracaine 5% drops 5ml Ophth,Tetracaine,Gouttes pour les yeux,5%/5ml,,
7c7b384b-f604-442c-b525-2e8d759d08cf,0,Timolol (Chauvin) 0.5%,Timolol Chauvin,Gouttes pour les yeux,0.5%,,
2d9693d0-1362-4626-9682-3b9a24afd364,0,Timolol (Batoptic) 0.5% 5ml,Timolol Batoptic,Gouttes pour les yeux,0.5%/5ml,,
74d55787-498e-4b9e-8cca-65c2d2d196a1,0,Timolol (Normoptic) 0.05% 5ml,Timolol Normoptic,Gouttes pour les yeux,0.05%/5ml,,
a710d3da-1eef-44a4-a48f-5ca963a9ceaa,0,"Timolol 0.5% eye drop, 10ml",Timolol,Gouttes pour les yeux,5%/10ml,,
6f9f98a6-024e-4fe8-80c9-77df04f0dcb4,0,Tramadol 100mg inj,Tramadol,Injection,100mg,,
803fe33e-ae24-4ef0-adef-744fbda45e2c,0,Tranexamic Acid 500mg/5 ml IV,Tranexamic Acid,Injection,500mg/5ml,,
2c85b3a5-bb5b-4406-ba19-3c1973fc650a,0,Tranexamic Acid 500mg,Tranexamic Acid,Comprimé,500mg,,
e0b222ef-0004-4da2-9fac-913a9a990362,0,"Tranexamic Acid500mg/5 ml,10 ml Oral",Tranexamic Acid,Solution,"500mg/5ml,10ml",,
1377bffe-d83d-4081-a9ab-19173ccd4110,0,Triamcinolone 0.1% cream,Triamcinolone,Crème,0.1%,,
e820b243-a40b-4a2f-9513-d4c3f15d73d7,0,Triamcinolone 40 IM/Loc Injecti,Triamcinolone,Injection,40IM/Loc,,
8aa36605-6d34-4d36-9dbf-7a086fee7206,0,"Trifluridine 1% eye drops, 10ml",Trifluridine,Gouttes pour les yeux,1%/10ml,,
92b4d1f3-a6ef-4a8c-89bb-852ec05c3b4e,0,"Tropicamide 1% eye drops, 5ml",Tropicamide,Gouttes pour les yeux,1%/5ml,,
5309988b-f291-470d-b54b-54f578bfd86a,0,"Tropicamide/Phenylephrine eye drops 0.8%, 5ml",Tropicamide/Phenylephrine,Gouttes pour les yeux,0.8%/5ml,,
e1a0255e-eedd-4c79-82e9-ff0ea29ebd75,0,Ursodeoycholic Acid 250 mg Tabs,Ursodeoycholic,Comprimé,250mg,,
97c0565a-6c93-4fdb-9315-9ba88c925060,0,Valsatan 160 mg Tablets,Valsatan,Comprimé,160mg,,
6e583b91-f718-4b32-aba2-0a0369034405,0,"Vancomycin, 1g injection",Vancomycin,Injection,1g,,
3af97e92-dcb0-40f1-a003-d508ce7d02a7,0,Vildagliptin 50 mg Tablet,Vildagliptin,Comprimé,50mg,,
36dae973-e87d-4984-a69e-b61c49a7b85c,0,Vitamiin B compound 2ml inj,Vitamin B,Injection,2ml,,
391618bc-9071-4224-b70c-a49c90cdd012,0,"Vitamin B12,1000 mcg/1ml inj",Vitamin B12,Injection,1000mcg/1ml,,
28325ab4-561b-406e-a13b-c8629954edfa,0,"Vitamin C, 250mg",Vitamin C,Comprimé,250mg,,
4e187650-bee1-4068-817b-bb3994f77a1e,0,"Vitamin C, 500mg",Vitamin C,Comprimé,500mg,,
ef51ca3e-ee13-4ab0-9c5f-1d1e5059007b,0,"Vitamin D3, 1.25 mg tablet",Vitamin D3,Comprimé,125mg,,
cf41ebc4-2718-4c9f-88ae-a43876ff0586,0,Vitamin K3 1mg/1ml inj,Vitamin K3,Injection,1mg/1ml,,
6a79d037-036f-4d93-a607-3f603fded08e,0,Vogalene (metopimazine) suppository,Vogalene metopimazine,Suppositoire,,,
4d2d9501-4d5f-48c5-bde7-b9b56122a735,0,Whitfield Ointment,Whitfield,Crème,,,
2b973d7a-eec1-4c2a-b5f8-1edcbf001451,0,Whitfield/Miconazole unit,Whitfield/Miconazole,Crème,,,
070377bd-5d9c-4cf8-bc3a-d19a9fda7a6e,0,Xalatan 0.005% eye drop 2.5 ml,Xalatan,Gouttes pour les yeux,0.005%/2.5ml,,
7641576e-a217-4adc-a6dc-6e9861ce2e10,0,Xola eye drops,Xola,Gouttes pour les yeux,,,
cccf4014-c904-4a10-94fd-f95cb9e29e8a,0,Xolamol eye drops,Xolamol,Gouttes pour les yeux,,,
2978eea8-6ad5-4196-94b3-315193f8e3e6,0,Amoxicillin 250mg Dispersable Tablet,Amoxycillin,Comprimé,250mg,,
110cd09d-9fdf-4b49-befd-3b3ad65c3020,0,Amoxycillin 250mg tablets,Amoxycillin,Comprimé,250mg,,
aa8a0ca8-890e-4e0e-9c3e-457b20e0ca6f,0,Dacarbacine 200mg inj,Dacarbazine,Injection,200mg,,
855a3861-e3a0-452c-bd27-12f61f698cf8,0,"Dexametasone Sodium, 0.1% 5ml",Dexamethasone Sodium Phosphate,Gouttes pour les yeux,0.1%/5ml,,
b0464ebb-0471-449e-bd8a-37eb8bc7e81c,0,"Dextrose 10% IV, 250ml",Glucose (Dextrose),Injection,10%/250ml,,
b9f5bea8-65a3-4572-ada2-42f3374b2b2e,0,"Dextrose 5% IV, 1000ml",Glucose (Dextrose),Injection,5%/1000ml,,
fb4b6f45-01aa-48cb-a7d2-095235e98342,0,"Dextrose 5% IV, 250ml",Glucose (Dextrose),Injection,5%/250ml,,
8e71a7e4-e2c3-4b31-b83e-3c9b8530187c,0,"Dextrose 5% IV, 500ml",Glucose (Dextrose),Injection,5%/500ml,,
12730219-5127-41dc-abc6-99039e683311,0,"Dextrose 50% IV, 100ml",Glucose (Dextrose),Injection,50%/500ml,,
8a8fd415-2c54-4f66-b467-edf5af9a15f9,0,"Nitroglycerin 5mg Tablets",Nitroglycerin Drug,Comprimé,5mg,,
0272f281-e696-4109-a576-d4144e4f1bf1,0,Neomycin 0.5% Oint topical,Neomycin,Crème,0.5% Oint,,
54a373a4-21de-4d94-a4af-e9676ba01cd8,0,Neomycin 2% Oint topical,Neomycin,Crème,,,
2548a28d-ee2d-4841-b4aa-d6b6744cf3ba,0,Neomycin eye drops 0.5% 5ml,Neomycin,Gouttes pour les yeux,0.5%,,
2a02ad6b-9195-4988-9ed1-667dad85411d,0,Diethylcarbamazine 50mg tab,Diethylcarbamazine,Comprimé,50mg,,
a3c7d7b3-9adf-48d2-a09f-e8c740485905,0,"Ethanol 95%, Denatured, 100ml",Ethanol Denatured Drug,,95%/100ml,,
0bda7869-f715-4198-b737-258aecca8dee,0,"Heparin 1:25000 IU inj, 1via",Heparin,Injection,25000IU/ml,,
c992be90-5df2-4914-8d16-25ed4763e36f,0,Hepatitis B Vaccin Paedia single dose,Hepatitis B Vaccin Drug,,Single dose,,
8dbd948d-8c53-49e3-93f3-1d9aebd29145,0,"Hepatitis B Vaccin, 1 vial Adu",Hepatitis B Vaccin Drug,,1 vial,,
67f5d418-e635-47ed-b610-8ebd66780722,0,Hydrocort 1% oint topical,Hydrocortisone,Crème,1%,,
5ae14a9b-ac6f-430a-84d5-9aea7c7b0fd5,0,Hydrocort 3% oint topical,Hydrocortisone,Crème,3%,,
1432416b-9609-4043-8e6f-1355301925d2,0,Insulin NPH U-100 injection,Insulin,Injection,U-100,,
2574d85c-3276-439f-a46a-544938d2fe99,0,Ketoconazole 400 mg Tab,Ketoconazole,Comprimé,400mg,,
2ff2117f-4dad-4816-9bfa-dba2150db95d,0,Paraffin Oral Liquid,Paraffin,Solution,,,
a656f493-d2c8-4148-a0f6-cdf9c5c2ed46,0,Penicillin Benz 2.4 Mil IU Inj,Benzathine Benzyl Penicillin,Injection,2.4 Mil IU,,
0542e845-d325-434c-9bc3-a0f9639830dc,0,Progesterone 100mg caps,Progesterone Drug,Capsule,100mg,,
6b3f772b-6e11-4ac0-8e6f-ea4649a12def,0,Progesterone 2 mg/ml Injection,Progesterone Drug,Injection,25mg/ml,,
94230e6f-c693-4cba-95d7-5f8bdf958407,0,Pyridoxine 50mg tablet,Pyridoxine (Vitamin B6),Comprimé,50mg,,
2a108f48-554b-4c6f-ba3b-04978b5d7a42,0,Salicylic Acid 10% Oin,Salicylic Acid,Crème,10%,,
01767022-6913-42bf-97eb-550313e170b5,0,Salicylic Acid 50% Oin,Salicylic Acid,Crème,50%,,
a97d120f-df3f-4427-8560-341955ea4059,0,Suxamethonium Cl 100mg/2ml,Suxamethonium Hydrochloride,Injection,100mg/2ml,,
9a882479-550a-4ae0-82e5-765287f27355,0,Zinc Oxide 7.5% Ointment,Zinc,Crème,7.5%,,
5ab801c2-d934-4195-84eb-410d2f16bc32,0,Sodium Chlor 5% eye drops 5ml,Sodium Chloride,Gouttes pour les yeux,5%/5ml,,
e474339d-98c0-431d-8c4b-66ee28a94598,0,Sodium Chloride Mouth Wash,Sodium Chloride,Bain de bouche,,,
20a493f6-e0fe-4cb8-bb35-cfd37881e68c,0,Sodium Bicarbonate powder,Sodium Bicarbonate Drug,Poudre,,,
bf20436e-2fd2-4c1b-bbd9-e9a96270062a,0,"Anti-D-Rho Immunoglobulin, 300mcg 1 vial",Anti Rh D Immunoglobulin,,300mcg,,
ea759267-4a20-434b-90b8-9cfe99ca222d,0,Ergometrine 0.5mg tab,Ergometrine,Comprimé,0.5mg,,
Uuid,Void/Retire,Name,Concept Drug,Concept dosage form,Strength,_version:1,_order:1010
3652a337-cc89-4ac9-bd89-bcab83fb0635,0,10H Locking Compression Plates 4.5/5.0.Broad,10H Locking Compression Plates 4.5/5.0.Broad, Ampoule,,,
31a282fc-8f1e-4796-a28a-d0a616968865,0,10H Locking Compression Plates 4.5/5.0.Narrow,10H Locking Compression Plates 4.5/5.0.Narrow, Ampoule,,,
9fa0c21f-60af-491a-88fd-c96b30ef8447,0,11H Locking Compression Plates 4.5/5.0.Broad,11H Locking Compression Plates 4.5/5.0.Broad, Ampoule,,,
4b95f4c4-da98-4209-a30c-16709eaab46e,0,11H Locking Compression Plates 4.5/5.0.Narrow,11H Locking Compression Plates 4.5/5.0.Narrow, Pieces,,,
7b5ebc54-49a4-4b5a-a9f1-431a6ad05437,0,12H Locking Compression Plates 4.5/5.0.Broad,12H Locking Compression Plates 4.5/5.0.Broad, Boîte,,,
4bc207cf-598a-49f1-8e61-e24a3bb8352b,0,12H Locking Compression Plates 4.5/5.0.Narrow,12H Locking Compression Plates 4.5/5.0.Narrow, Ampoule,,,
2bd7343f-98fa-4297-b5f2-3ae94941ae00,0,13H Locking Compression Plates 4.5/5.0.Broad,13H Locking Compression Plates 4.5/5.0.Broad, Comprimé,,,
195630fa-18df-4697-b373-c892518c868b,0,13H Locking Compression Plates 4.5/5.0.Narrow,13H Locking Compression Plates 4.5/5.0.Narrow, Ampoule,,,
47a164df-31f6-43c8-8000-e1a01f45d017,0,14H Locking Compression Plates 4.5/5.0.Broad,14H Locking Compression Plates 4.5/5.0.Broad, Boîte,,,
15090bab-5173-4238-ab23-68fe66291473,0,14H Locking Compression Plates 4.5/5.0.Narrow,14H Locking Compression Plates 4.5/5.0.Narrow, Boîte,,,
5b9f3352-1125-4ddc-bfd2-55b8817b1034,0,"3+4H Locking Medial Proximal Tibia Plate 4.5/5.0,Left","3+4H Locking Medial Proximal Tibia Plate 4.5/5.0,Left", Flacon,,,
968b232e-ad13-410b-9d79-ea32c92ecd93,0,"3+5H Locking Medial Proximal Tibia Plate 4.5/5.0,Left","3+5H Locking Medial Proximal Tibia Plate 4.5/5.0,Left", Flacon,,,
c54a5e05-ca94-442d-8d95-71af582b04bd,0,"3+6H Locking Medial Proximal Tibia Plate 4.5/5.0,Left","3+6H Locking Medial Proximal Tibia Plate 4.5/5.0,Left", Boîte,,,
632a565d-0d13-4b4d-b40f-1d9b8b57b8f1,0,"3+7H Locking Medial Proximal Tibia Plate 4.5/5.0,Left","3+7H Locking Medial Proximal Tibia Plate 4.5/5.0,Left", Pieces,,,
a0569c4a-a87b-4f0d-869b-91d12e6b9fd0,0,5-Fluorouracil 250Mg (Cytoflu) Inj,5-Fluorouracil 250Mg (Cytoflu) Inj, Ampoule,250mg,,
31970932-83e1-4fd0-9293-c34386470b51,0,5.0 Lcp Implantcase,5.0 Lcp Implantcase, Boîte,,,
