"uuid","Fully specified name:fr","Fully specified name:en","Data class","Data type","Same as mappings","_version:1","_order:1150"
"0de4d615-6783-4c4b-ab88-8b69d49e46e9","Autres manifestations de l'avitaminose A","Other manifestations of vitamin A deficiency","Diagnosis","N/A","ICD 10 - WHO:E50.8",,
"e34ccbaa-147e-4391-9b82-6f9d43aa2b5d","Avitaminose A, sans précision","Vitamin A deficiency, unspecified","Diagnosis","N/A","ICD 10 - WHO:E50.9",,
"fa764574-a553-4bd4-a4e0-b0196df352f3","Béribéri","Beriberi","Diagnosis","N/A","ICD 10 - WHO:E51.1",,
"169fb343-1a8b-49ee-8eec-3c6cc316f01b","Encéphalopathie de Wernicke","Wernicke encephalopathy","Diagnosis","N/A","ICD 10 - WHO:E51.2",,
"039df932-b27e-4f2b-883a-c972e8907bac","Autres manifestations de la carence en thiamine","Other manifestations of thiamine deficiency","Diagnosis","N/A","ICD 10 - WHO:E51.8",,
"a7c991c2-48fa-410c-b48d-7e64382acc7f","Carence en thiamine, sans précision","Thiamine deficiency, unspecified","Diagnosis","N/A","ICD 10 - WHO:E51.9",,
"9b860987-9817-4ff1-bb09-8d064d6825ef","Carence en riboflavine","Riboflavin deficiency","Diagnosis","N/A","ICD 10 - WHO:E53.0",,
"f6b2b871-8db2-4856-a6c9-c5f97c01a2c4","Carence en pyridoxine","Pyridoxine deficiency","Diagnosis","N/A","ICD 10 - WHO:E53.1",,
"f6cabac9-9461-4f40-8ff1-3af14e375303","Autres avitaminoses précisées du groupe B","Deficiency of other specified B group vitamins","Diagnosis","N/A","ICD 10 - WHO:E53.8",,
"662fa7de-efd0-41fb-88b3-e78f9afff367","Avitaminose du groupe B, sans précision","Vitamin B deficiency, unspecified","Diagnosis","N/A","ICD 10 - WHO:E53.9",,
"6f2f88f2-6de1-44fa-aa01-f950623fb2d2","Rachitisme évolutif","Rickets, active","Diagnosis","N/A","ICD 10 - WHO:E55.0",,
"62b0173f-d699-49ec-82c8-db38f6dd83f6","Carence en vitamine D, sans précision","Vitamin D deficiency, unspecified","Diagnosis","N/A","ICD 10 - WHO:E55.9",,
"cfae259a-22d4-4ddf-9f8d-ab0f1f509813","Carence en vitamine E","Deficiency of vitamin E","Diagnosis","N/A","ICD 10 - WHO:E56.0",,
"d0c79308-8f92-4b04-84cc-48ad774dc7ea","Carence en vitamine K","Deficiency of vitamin K","Diagnosis","N/A","ICD 10 - WHO:E56.1",,
"48ac94b2-8c1b-47e3-b4e2-43f073e9be77","Carence en autres vitamines","Deficiency of other vitamins","Diagnosis","N/A","ICD 10 - WHO:E56.8",,
"86ba35b5-98ae-4828-b9a4-d4effdaf4b20","Avitaminose, sans précision","Vitamin deficiency, unspecified","Diagnosis","N/A","ICD 10 - WHO:E56.9",,
"0492d58d-1573-49c4-a060-210fef5b767b","Carence en cuivre","Copper deficiency","Diagnosis","N/A","ICD 10 - WHO:E61.0",,
"9df0d2dd-087e-4825-879d-09420e929c70","Carence en fer","Iron deficiency","Diagnosis","N/A","ICD 10 - WHO:E61.1",,
"a0bc4f43-e865-42fd-9da1-f2e43dd4efd7","Carence en magnésium","Magnesium deficiency","Diagnosis","N/A","ICD 10 - WHO:E61.2",,
"b85e066c-f691-4938-b22c-26feb9d1dfad","Carence en manganèse","Manganese deficiency","Diagnosis","N/A","ICD 10 - WHO:E61.3",,
"9be8b01a-24f3-45d8-8217-49060e222593","Carence en chrome","Chromium deficiency","Diagnosis","N/A","ICD 10 - WHO:E61.4",,
"ac22e9fd-99e6-4c8c-8fcd-04824501bf26","Carence en molybdène","Molybdenum deficiency","Diagnosis","N/A","ICD 10 - WHO:E61.5",,
"c4d2b4b5-0159-459e-96d3-db879856be06","Carence en vanadium","Vanadium deficiency","Diagnosis","N/A","ICD 10 - WHO:E61.6",,
"a25802c8-de13-4263-9cd1-e1b852af3e5d","Carence en plusieurs éléments nutritionnels","Deficiency of multiple nutrient elements","Diagnosis","N/A","ICD 10 - WHO:E61.7",,
"ea3e3b75-a991-4824-814f-6f5e5ffa9776","Carence en autres éléments nutritionnels précisés","Deficiency of other specified nutrient elements","Diagnosis","N/A","ICD 10 - WHO:E61.8",,
"17f74b5d-f487-46d4-97da-70067ded04e8","Carence en élément nutritionnel, sans précision","Deficiency of nutrient element, unspecified","Diagnosis","N/A","ICD 10 - WHO:E61.9",,
"c85fa653-4609-4612-b6be-28eeeeb00255","Carence en acides gras essentiels","Essential fatty acid [EFA] deficiency","Diagnosis","N/A","ICD 10 - WHO:E63.0",,
"cd55ba63-77b6-40e9-a2ae-5df58bb51d2b","Déséquilibre alimentaire","Imbalance of constituents of food intake","Diagnosis","N/A","ICD 10 - WHO:E63.1",,
"c65b81db-e9de-4983-984a-6caf67e0c240","Autres carences nutritionnelles précisées","Other specified nutritional deficiencies","Diagnosis","N/A","ICD 10 - WHO:E63.8",,
"54f341cb-34c7-4f42-ae16-dbfdc157269a","Carence nutritionnelle, sans précision","Nutritional deficiency, unspecified","Diagnosis","N/A","ICD 10 - WHO:E63.9",,
"1a85db59-7453-4112-bdf8-7e25013f5436","Séquelles de malnutrition protéino-énergétique","Sequelae of protein-energy malnutrition","Diagnosis","N/A","ICD 10 - WHO:E64.0",,
"7e50e4ab-20a8-46f9-bbe8-22fe27ed22a6","Séquelles d'avitaminose A","Sequelae of vitamin A deficiency","Diagnosis","N/A","ICD 10 - WHO:E64.1",,
"2ceb18a4-9941-4ff7-a302-b955dca2cff2","Séquelles d'avitaminose C","Sequelae of vitamin C deficiency","Diagnosis","N/A","ICD 10 - WHO:E64.2",,
"ed2eca0f-1e20-4d43-bc1c-883739f18203","Séquelles de rachitisme","Sequelae of rickets","Diagnosis","N/A","ICD 10 - WHO:E64.3",,
"816470c1-c81d-426d-9ed3-a85c056a6477","Séquelles d'autres carences nutritionnelles","Sequelae of other nutritional deficiencies","Diagnosis","N/A","ICD 10 - WHO:E64.8",,
"bdc8c4d5-205b-4665-ac2b-7597a8ab12b5","Séquelles d'une carence nutritionnelle non précisée","Sequelae of unspecified nutritional deficiency","Diagnosis","N/A","ICD 10 - WHO:E64.9",,
"fb0dc3f5-ed4d-4af2-beb3-21552a33bffe","Obésité due à un excès calorique","Obesity due to excess calories","Diagnosis","N/A","ICD 10 - WHO:E66.0",,
"d2aa5097-0703-405e-a6f5-da305a72b4ad","Obésité médicamenteuse","Drug-induced obesity","Diagnosis","N/A","ICD 10 - WHO:E66.1",,
"d371c605-60dc-4c4a-8f30-734f9865e8c3","Obésité extrême avec hypoventilation alvéolaire","Extreme obesity with alveolar hypoventilation","Diagnosis","N/A","ICD 10 - WHO:E66.2",,
"c894d606-fb38-4348-a313-6b8288214cd7","Autres obésités","Other obesity","Diagnosis","N/A","ICD 10 - WHO:E66.8",,
"1f3185d2-d6b3-4361-9ce6-5e9d541a8dc0","Obésité, sans précision","Obesity, unspecified","Diagnosis","N/A","ICD 10 - WHO:E66.9",,
"00591101-d64a-4424-81ce-6c87591b44db","Hypervitaminose A","Hypervitaminosis A","Diagnosis","N/A","ICD 10 - WHO:E67.0",,
"d1815fdb-f1cb-48e5-a14c-fbb02fd00c3b","Hypercaroténémie","Hypercarotenaemia","Diagnosis","N/A","ICD 10 - WHO:E67.1",,
"3612116a-da6f-482e-b862-6a88f3b08146","Syndrome d'hypervitaminose B6","Megavitamin-B6†syndrome","Diagnosis","N/A","ICD 10 - WHO:E67.2",,
"31a33821-dd33-4738-98b2-7016f875a9de","Hypervitaminose D","Hypervitaminosis D","Diagnosis","N/A","ICD 10 - WHO:E67.3",,
"834d4c33-06f3-4359-ac74-0449f808b5de","Autres excès précisés d'apport","Other specified hyperalimentation","Diagnosis","N/A","ICD 10 - WHO:E67.8",,
"44337b75-8582-48b0-b123-2eaedc5acdc6","Phénylcétonurie classique","Classical phenylketonuria","Diagnosis","N/A","ICD 10 - WHO:E70.0",,
"ce8e63a9-1361-4dfd-a271-deed96243ba6","Autres hyperphénylalaninémies","Other hyperphenylalaninaemias","Diagnosis","N/A","ICD 10 - WHO:E70.1",,
"3d419aba-9b15-4061-b62b-d67457257916","Anomalies du métabolisme de la tyrosine","Disorders of tyrosine metabolism","Diagnosis","N/A","ICD 10 - WHO:E70.2",,
"d8436937-3654-495c-b48d-578f699a9ba5","Albinisme","Albinism","Diagnosis","N/A","ICD 10 - WHO:E70.3",,
"e879a525-99d0-4e72-a534-98de3f92c213","Autres anomalies du métabolisme des acides aminés aromatiques","Other disorders of aromatic amino-acid metabolism","Diagnosis","N/A","ICD 10 - WHO:E70.8",,
"65f894dd-e39b-4573-8f78-c815312e9176","Anomalies du métabolisme des acides aminés aromatiques, sans précision","Disorder of aromatic amino-acid metabolism, unspecified","Diagnosis","N/A","ICD 10 - WHO:E70.9",,
"ccdf6961-06f4-4aea-bd72-f09cb9492e23","Maladie des urines à odeur de sirop d'érable","Maple-syrup-urine disease","Diagnosis","N/A","ICD 10 - WHO:E71.0",,
"51847571-0984-4b76-b307-86543ee8f8be","Autres anomalies du métabolisme des acides aminés à chaîne ramifiée","Other disorders of branched-chain amino-acid metabolism","Diagnosis","N/A","ICD 10 - WHO:E71.1",,
"dcdc9bb8-cf25-49c8-bd02-6ca4d6bc9e21","Anomalie du métabolisme des acides aminés à chaîne ramifiée, sans précision","Disorder of branched-chain amino-acid metabolism, unspecified","Diagnosis","N/A","ICD 10 - WHO:E71.2",,
"65559f7a-cdfb-4b0b-8525-d02875e57fca","Anomalie du métabolisme des acides gras","Disorders of fatty-acid metabolism","Diagnosis","N/A","ICD 10 - WHO:E71.3",,
"41e338d7-20e7-4cf5-a226-1f25c7c0f1b0","Anomalies du transport des acides aminés","Disorders of amino-acid transport","Diagnosis","N/A","ICD 10 - WHO:E72.0",,
"4d8f5965-c718-4b25-bf02-96cdab87ac58","Anomalies du métabolisme des acides aminés soufrés","Disorders of sulfur-bearing amino-acid metabolism","Diagnosis","N/A","ICD 10 - WHO:E72.1",,
"74fa4847-373f-4777-a8a6-474c47be344c","Anomalies du cycle de l'uréogenèse","Disorders of urea cycle metabolism","Diagnosis","N/A","ICD 10 - WHO:E72.2",,
"b366dc1b-a738-4084-9615-1f10b8fd57e7","Anomalies du métabolisme de la lysine et de l'hydroxylysine","Disorders of lysine and hydroxylysine metabolism","Diagnosis","N/A","ICD 10 - WHO:E72.3",,
"66b3c50f-e175-4829-9b85-e310455317f9","Anomalies du métabolisme de l'ornithine","Disorders of ornithine metabolism","Diagnosis","N/A","ICD 10 - WHO:E72.4",,
"7d051de6-7aba-4fa7-b492-fd8317f936be","Anomalies du métabolisme de la glycine","Disorders of glycine metabolism","Diagnosis","N/A","ICD 10 - WHO:E72.5",,
"7cf3762b-4e09-4e43-a6da-c69a2fd11eaf","Autres anomalies précisées du métabolisme des acides aminés","Other specified disorders of amino-acid metabolism","Diagnosis","N/A","ICD 10 - WHO:E72.8",,
"b0cd0163-dc36-4e83-9897-01d04158106a","Anomalie du métabolisme des acides aminés, sans précision","Disorder of amino-acid metabolism, unspecified","Diagnosis","N/A","ICD 10 - WHO:E72.9",,
"356ec5e2-e80a-4e4a-a0a5-543669a31c55","Déficit congénital en lactase","Congenital lactase deficiency","Diagnosis","N/A","ICD 10 - WHO:E73.0",,
"5190ed5e-d614-4186-9b5e-3b8eff18f678","Déficit secondaire en lactase","Secondary lactase deficiency","Diagnosis","N/A","ICD 10 - WHO:E73.1",,
"5c44b452-6ff7-409d-be4f-ad8d6e16b223","Autres intolérances au lactose","Other lactose intolerance","Diagnosis","N/A","ICD 10 - WHO:E73.8",,
"1e67fbff-fa80-47a3-ac6b-29945309d5d2","Intolérance au lactose, sans précision","Lactose intolerance, unspecified","Diagnosis","N/A","ICD 10 - WHO:E73.9",,
"307c387e-3066-4dba-91f3-fea16890a5e8","Thésaurismose glycogénique","Glycogen storage disease","Diagnosis","N/A","ICD 10 - WHO:E74.0",,
"ffd3a9e5-3ca8-4178-a9a0-a9f92078f012","Anomalies du métabolisme du fructose","Disorders of fructose metabolism","Diagnosis","N/A","ICD 10 - WHO:E74.1",,
"ca9ffd42-3cd9-4c05-8862-a3d5e1ecc119","Anomalies du métabolisme du galactose","Disorders of galactose metabolism","Diagnosis","N/A","ICD 10 - WHO:E74.2",,
"cad94919-f363-48d6-aaef-2df2cc7de0c6","Autres anomalies de l'absorption intestinale des hydrates de carbone","Other disorders of intestinal carbohydrate absorption","Diagnosis","N/A","ICD 10 - WHO:E74.3",,
"06193267-d0f9-4c25-b673-9108fbd3c9d4","Anomalies du métabolisme du pyruvate et de la gluconéogenèse","Disorders of pyruvate metabolism and gluconeogenesis","Diagnosis","N/A","ICD 10 - WHO:E74.4",,
"268f17d2-abc4-4609-840d-f4918211fde9","Autres anomalies précisées du métabolisme des hydrates de carbone","Other specified disorders of carbohydrate metabolism","Diagnosis","N/A","ICD 10 - WHO:E74.8",,
"a6397a04-e90d-4a77-8ba8-a5d4d8deb307","Anomalie du métabolisme des hydrates de carbone, sans précision","Disorder of carbohydrate metabolism, unspecified","Diagnosis","N/A","ICD 10 - WHO:E74.9",,
"f56cd479-dd64-4033-9e18-85e9afb34b9a","Gangliosidose GM2","GM2†gangliosidosis","Diagnosis","N/A","ICD 10 - WHO:E75.0",,
"53a99963-8ebe-4039-9738-c9b6774b489f","Autres gangliosidoses","Other gangliosidosis","Diagnosis","N/A","ICD 10 - WHO:E75.1",,
"feb804e7-5f3e-44cf-824e-81a3284063a6","Autres sphingolipidoses","Other sphingolipidosis","Diagnosis","N/A","ICD 10 - WHO:E75.2",,
"41e05bcc-df75-400e-a61e-f2efa60cf805","Sphingolipidose, sans précision","Sphingolipidosis, unspecified","Diagnosis","N/A","ICD 10 - WHO:E75.3",,
"74b3e353-7231-4253-8b3c-b602722883d3","Lipofuscinose à céroïdes neuronaux","Neuronal ceroid lipofuscinosis","Diagnosis","N/A","ICD 10 - WHO:E75.4",,
"5b789c96-4b1f-4b90-b6a0-aca6fc149f9b","Autres anomalies du stockage des lipides","Other lipid storage disorders","Diagnosis","N/A","ICD 10 - WHO:E75.5",,
"dd2fb1e7-d4f7-4081-8e01-4756c6dc847a","Anomalie du stockage des lipides, sans précision","Lipid storage disorder, unspecified","Diagnosis","N/A","ICD 10 - WHO:E75.6",,
"b09af772-399c-483f-aad2-25fd2b2ed3d7","Mucopolysaccharidose, type I","Mucopolysaccharidosis, type I","Diagnosis","N/A","ICD 10 - WHO:E76.0",,
"cc33587a-119f-48ae-af90-998bb2a639a1","Mucopolysaccharidose, type II","Mucopolysaccharidosis, type II","Diagnosis","N/A","ICD 10 - WHO:E76.1",,
"20dc6459-dfce-4aa5-bbc1-1a5eecada02a","Autres mucopolysaccharidoses","Other mucopolysaccharidoses","Diagnosis","N/A","ICD 10 - WHO:E76.2",,
"92057174-8371-4827-bc4c-9641617c7d60","Mucopolysaccharidose, sans précision","Mucopolysaccharidosis, unspecified","Diagnosis","N/A","ICD 10 - WHO:E76.3",,
"9c2b0ea5-4c36-481e-b963-bdbea1af4784","Autres anomalies du métabolisme des glucosaminoglycanes","Other disorders of glucosaminoglycan metabolism","Diagnosis","N/A","ICD 10 - WHO:E76.8",,
"93e9fedb-ef9f-4a83-9e5c-afdd2a97d9c8","Anomalie du métabolisme des glucosaminoglycanes, sans précision","Disorder of glucosaminoglycan metabolism, unspecified","Diagnosis","N/A","ICD 10 - WHO:E76.9",,
"93ad7fd4-5342-4eee-ba3b-8205f987018a","Défauts de la transformation post-traductionnelle des enzymes lysosomiaux","Defects in post-translational modification of lysosomal enzymes","Diagnosis","N/A","ICD 10 - WHO:E77.0",,
"35502700-03fa-479b-a65f-e74897c15c26","Défauts de la dégradation des glycoprotéines","Defects in glycoprotein degradation","Diagnosis","N/A","ICD 10 - WHO:E77.1",,
"1b41a81f-8ad9-4ee4-9fbc-080a40f30b27","Autres anomalies du métabolisme des glycoprotéines","Other disorders of glycoprotein metabolism","Diagnosis","N/A","ICD 10 - WHO:E77.8",,
"9566cff9-e27d-48b8-ae08-27d760ce89cd","Anomalie du métabolisme des glycoprotéines, sans précision","Disorder of glycoprotein metabolism, unspecified","Diagnosis","N/A","ICD 10 - WHO:E77.9",,
"0fd6e437-37b1-4886-8467-13a9592a4060","Hypercholestérolémie essentielle","Pure hypercholesterolaemia","Diagnosis","N/A","ICD 10 - WHO:E78.0",,
"b0b2c416-3013-446d-91fd-7520a49212b9","Hyperglycéridémie essentielle","Pure hyperglyceridaemia","Diagnosis","N/A","ICD 10 - WHO:E78.1",,
"dc7aaf12-b2e5-4669-b4b6-c0d1c16606b7","Hyperlipidémie mixte","Mixed hyperlipidaemia","Diagnosis","N/A","ICD 10 - WHO:E78.2",,
"fda4dd58-50a1-485f-82a7-2ef77c0b1cde","Hyperchylomicronémie","Hyperchylomicronaemia","Diagnosis","N/A","ICD 10 - WHO:E78.3",,
"cfcd97eb-c3e7-4780-86cc-181fae06d351","Autres hyperlipidémies","Other hyperlipidaemia","Diagnosis","N/A","ICD 10 - WHO:E78.4",,
"9465e369-3185-4ee8-9e30-a30fec6dda9c","Hyperlipidémie, sans précision","Hyperlipidaemia, unspecified","Diagnosis","N/A","ICD 10 - WHO:E78.5",,
"1559208c-4d2a-4078-b317-7dc3e09c3cd3","Déficit en lipoprotéines","Lipoprotein deficiency","Diagnosis","N/A","ICD 10 - WHO:E78.6",,
"d09c1a2d-c639-48e8-993f-c62d76bd4109","Autres anomalies du métabolisme des lipoprotéines","Other disorders of lipoprotein metabolism","Diagnosis","N/A","ICD 10 - WHO:E78.8",,
"330358f1-c7a1-45b4-a059-c0e1d4ab1bd6","Anomalie du métabolisme des lipoprotéines, sans précision","Disorder of lipoprotein metabolism, unspecified","Diagnosis","N/A","ICD 10 - WHO:E78.9",,
"c1b6ae21-5c91-43cf-9e58-e9a5bd4e018e","Hyperuricémie sans signes d'arthrite inflammatoire et de maladie tophacée","Hyperuricaemia without signs of inflammatory arthritis and tophaceous disease","Diagnosis","N/A","ICD 10 - WHO:E79.0",,
"5ff9a23e-f94b-457a-a97b-4f2984ba89d3","Syndrome de Lesch-Nyhan","Lesch-Nyhan syndrome","Diagnosis","N/A","ICD 10 - WHO:E79.1",,
"53d85d71-cd3f-4fbd-b423-8a58ccb5da7c","Autres anomalies du métabolisme de la purine et de la pyrimidine","Other disorders of purine and pyrimidine metabolism","Diagnosis","N/A","ICD 10 - WHO:E79.8",,
"3d02b488-f3d2-46c4-bfc1-4edf9835ac08","Anomalie du métabolisme de la purine et de la pyrimidine, sans précision","Disorder of purine and pyrimidine metabolism, unspecified","Diagnosis","N/A","ICD 10 - WHO:E79.9",,
"5cad05a4-a571-44bc-b438-4e0141d77c76","Porphyrie érythropoïétique héréditaire","Hereditary erythropoietic porphyria","Diagnosis","N/A","ICD 10 - WHO:E80.0",,
"7341cea0-9497-45da-8c8a-dc588c608339","Porphyrie cutanée tardive","Porphyria cutanea tarda","Diagnosis","N/A","ICD 10 - WHO:E80.1",,
"85d4aac0-e33e-4b90-a192-169dd996d697","Autres porphyries","Other porphyria","Diagnosis","N/A","ICD 10 - WHO:E80.2",,
"dd3f1dfc-3c2b-43b7-807f-3462f5f22659","Déficit en catalase et en peroxydase","Defects of catalase and peroxidase","Diagnosis","N/A","ICD 10 - WHO:E80.3",,
"bd0920a6-5817-4ff5-9c95-fe825234ecb0","Syndrome de Gilbert","Gilbert syndrome","Diagnosis","N/A","ICD 10 - WHO:E80.4",,
"155a4a13-cdf5-4f3f-b294-1db2490ee390","Maladie de Crigler et Najjar","Crigler-Najjar syndrome","Diagnosis","N/A","ICD 10 - WHO:E80.5",,
"92f606aa-175b-4984-b273-b2ac89df16be","Autres anomalies du métabolisme de la bilirubine","Other disorders of bilirubin metabolism","Diagnosis","N/A","ICD 10 - WHO:E80.6",,
"fe5fbb31-e518-42ba-ad3c-5781248e6b37","Anomalie du métabolisme de la bilirubine, sans précision","Disorder of bilirubin metabolism, unspecified","Diagnosis","N/A","ICD 10 - WHO:E80.7",,
"49888d73-80ea-469f-8d62-86336f066be7","Anomalies du métabolisme du cuivre","Disorders of copper metabolism","Diagnosis","N/A","ICD 10 - WHO:E83.0",,
"591cdf01-ae17-4cbf-80fe-68f16218acb8","Anomalies du métabolisme du fer","Disorders of iron metabolism","Diagnosis","N/A","ICD 10 - WHO:E83.1",,
"9f626fa0-8ca3-4110-8e42-d076ecc91cb2","Anomalies du métabolisme du zinc","Disorders of zinc metabolism","Diagnosis","N/A","ICD 10 - WHO:E83.2",,
"ff2a3edb-6f4f-4954-9e89-4cde471cfe51","Anomalies du métabolisme du phosphore","Disorders of phosphorus metabolism and phosphatases","Diagnosis","N/A","ICD 10 - WHO:E83.3",,
"7a1d5c00-81b2-43bb-b61d-95b936464370","Anomalies du métabolisme du magnésium","Disorders of magnesium metabolism","Diagnosis","N/A","ICD 10 - WHO:E83.4",,
"e6330ebc-d209-4efc-a769-d413ae142c9c","Anomalies du métabolisme du calcium","Disorders of calcium metabolism","Diagnosis","N/A","ICD 10 - WHO:E83.5",,
"c15494ed-b583-4a72-9e13-cc565dffa0d5","Autres anomalies du métabolisme des minéraux","Other disorders of mineral metabolism","Diagnosis","N/A","ICD 10 - WHO:E83.8",,
"ba3a00ef-8088-46d5-a006-39606c19d8ea","Anomalie du métabolisme des minéraux, sans précision","Disorder of mineral metabolism, unspecified","Diagnosis","N/A","ICD 10 - WHO:E83.9",,
"d5d0d52a-e55c-46e3-beda-07a7e7695f50","Fibrose kystique avec manifestations pulmonaires","Cystic fibrosis with pulmonary manifestations","Diagnosis","N/A","ICD 10 - WHO:E84.0",,
"a80b57c6-ff79-4b03-bdaf-4209e2b559bf","Fibrose kystique avec manifestations intestinales","Cystic fibrosis with intestinal manifestations","Diagnosis","N/A","ICD 10 - WHO:E84.1",,
"21c01871-99b6-44d3-b62b-3e5c1e875af0","Fibrose kystique avec autres manifestations","Cystic fibrosis with other manifestations","Diagnosis","N/A","ICD 10 - WHO:E84.8",,
"3e41914f-a87f-4070-bd3c-b750702dde1b","Fibrose kystique, sans précision","Cystic fibrosis, unspecified","Diagnosis","N/A","ICD 10 - WHO:E84.9",,
"c0aa4756-da55-42ab-a99e-26c8a43ba8f3","Amylose hérédofamiliale non neuropathique","Non-neuropathic heredofamilial amyloidosis","Diagnosis","N/A","ICD 10 - WHO:E85.0",,
"8c47ab0d-7d4a-48fd-8032-efd23517c105","Amylose hérédofamiliale neuropathique","Neuropathic heredofamilial amyloidosis","Diagnosis","N/A","ICD 10 - WHO:E85.1",,
"3ed65069-eed6-4404-b620-15582cd57422","Amylose hérédofamiliale, sans précision","Heredofamilial amyloidosis, unspecified","Diagnosis","N/A","ICD 10 - WHO:E85.2",,
"b5bd1425-0b22-4738-a348-72cad74b273d","Amylose généralisée secondaire","Secondary systemic amyloidosis","Diagnosis","N/A","ICD 10 - WHO:E85.3",,
"fb2e4097-49e3-4046-b14a-803a941d398d","Amylose limitée à un ou plusieurs organe(s)","Organ-limited amyloidosis","Diagnosis","N/A","ICD 10 - WHO:E85.4",,
"69bd2732-6e03-4807-8903-66835e033df8","Autres amyloses","Other amyloidosis","Diagnosis","N/A","ICD 10 - WHO:E85.8",,
"6a50b046-2918-4e4a-bb99-6b2f3cad31a1","Amylose, sans précision","Amyloidosis, unspecified","Diagnosis","N/A","ICD 10 - WHO:E85.9",,
"6d2cc9ff-8dcb-44cd-8dcd-8708ef8a2848","Hyperosmolarité et hypernatrémie","Hyperosmolality and hypernatraemia","Diagnosis","N/A","ICD 10 - WHO:E87.0",,
"925aaf01-356c-4dd0-9dba-a02d855cd494","Hypo-osmolarité et hyponatrémie","Hypo-osmolality and hyponatraemia","Diagnosis","N/A","ICD 10 - WHO:E87.1",,
"16bd3741-c92e-48d5-b1ce-5b8bd2d15220","Acidose","Acidosis","Diagnosis","N/A","ICD 10 - WHO:E87.2",,
"fcd03433-8c54-47b4-a1f1-8f2ca7774262","Alcalose","Alkalosis","Diagnosis","N/A","ICD 10 - WHO:E87.3",,
"5326e6ad-5ea7-440e-9221-6f3eb5a6eb0e","Anomalie mixte de l'équilibre acido-basique","Mixed disorder of acid-base balance","Diagnosis","N/A","ICD 10 - WHO:E87.4",,
"14d94242-5fbb-49e6-9ea7-18b880f9427e","Hyperkaliémie","Hyperkalaemia","Diagnosis","N/A","ICD 10 - WHO:E87.5",,
"24fa1c89-a9fc-48e5-adeb-404787630571","Hypokaliémie","Hypokalaemia","Diagnosis","N/A","ICD 10 - WHO:E87.6",,
"c95bbc9a-98f8-49e0-be15-ef1b729dd687","Surcharge liquidienne","Fluid overload","Diagnosis","N/A","ICD 10 - WHO:E87.7",,
"167edb34-82c6-495b-ad6b-ac15988b1b20","Autres déséquilibres hydro-électrolytiques, non classés ailleurs","Other disorders of electrolyte and fluid balance, not elsewhere classified","Diagnosis","N/A","ICD 10 - WHO:E87.8",,
"0457e53b-99e4-4d94-b13f-fea1cb25b69d","Anomalies du métabolisme des protéines plasmatiques, non classés ailleurs","Disorders of plasma-protein metabolism, not elsewhere classified","Diagnosis","N/A","ICD 10 - WHO:E88.0",,
"f02c4fe7-ff37-4fce-a207-a6beca012d26","Lipodystrophie, non classée ailleurs","Lipodystrophy, not elsewhere classified","Diagnosis","N/A","ICD 10 - WHO:E88.1",,
"312ff71a-45e8-46b6-8b63-02c5d027f258","Lipomatose, non classée ailleurs","Lipomatosis, not elsewhere classified","Diagnosis","N/A","ICD 10 - WHO:E88.2",,
"5f320458-337e-4ec6-afa2-8f60674182e1","Syndrome de lyse tumorale","Tumour lysis syndrome","Diagnosis","N/A","ICD 10 - WHO:E88.3",,
"9cb40786-ce40-47f9-bdb9-9818ed3b4329","Autres anomalies métaboliques précisées","Other specified metabolic disorders","Diagnosis","N/A","ICD 10 - WHO:E88.8",,
"338c6ab6-a843-4628-8968-e0cfe19d7e69","Anomalie métabolique, sans précision","Metabolic disorder, unspecified","Diagnosis","N/A","ICD 10 - WHO:E88.9",,
"b7a3b6e7-586a-4c80-a808-00d83589835f","Hypothyroïdie après un acte à visée diagnostique et thérapeutique","Postprocedural hypothyroidism","Diagnosis","N/A","ICD 10 - WHO:E89.0",,
"a5b1bc48-9bef-4043-b17f-f7a34314ef9a","Hypoinsulinémie après un acte à visée diagnostique et thérapeutique","Postprocedural hypoinsulinaemia","Diagnosis","N/A","ICD 10 - WHO:E89.1",,
"1f5edb7e-62fb-40fc-87ff-69d852595461","Hypoparathyroïdie après un acte à visée diagnostique et thérapeutique","Postprocedural hypoparathyroidism","Diagnosis","N/A","ICD 10 - WHO:E89.2",,
"21b73cc6-ef25-4a70-ad54-9de5128c79c8","Hypopituitarisme après un acte à visée diagnostique et thérapeutique","Postprocedural hypopituitarism","Diagnosis","N/A","ICD 10 - WHO:E89.3",,
"58afdf87-c675-4935-a0c3-4f9714d50881","Insuffisance ovarienne après un acte à visée diagnostique et thérapeutique","Postprocedural ovarian failure","Diagnosis","N/A","ICD 10 - WHO:E89.4",,
"5c25e26c-d2ff-4e8b-9b9c-7d7701f478a2","Hypofonctionnement testiculaire après un acte à visée diagnostique et thérapeutique","Postprocedural testicular hypofunction","Diagnosis","N/A","ICD 10 - WHO:E89.5",,
"d02d174c-088b-48f0-b783-441730507bd4","Hypofonctionnement corticosurrénal (de la médullaire) après un acte à visée diagnostique et thérapeutique","Postprocedural adrenocortical(-medullary) hypofunction","Diagnosis","N/A","ICD 10 - WHO:E89.6",,
"56f23bef-ce47-48c8-9072-9bbeed1be819","Autres anomalies endocriniennes et métaboliques après un acte à visée diagnostique et thérapeutique","Other postprocedural endocrine and metabolic disorders","Diagnosis","N/A","ICD 10 - WHO:E89.8",,
