uuid,Fully specified name:fr,Fully specified name:en,Short name:fr,Short name:en,Data class,Data type,_version:1,_order:1330
72f9598e-d52b-4bc7-9e13-47290e402da1,Hydroxyde de Magnésium,Magnesium Hydroxide,Hydroxyde de Magnésium,Magnesium Hydroxide,Drug,N/A,,
1be240c0-602b-48e1-9aa7-3c4597572399,Hydroxyzine,Hydroxyzine,Hydroxyzine,Hydroxyzine,Drug,N/A,,
c71af22b-babc-47c6-8df0-59117d8b956d,Hypochlorite de sodium,Sodium Hypochlorite,Hypochlorite de sodium,Sodium Hypochlorite,Drug,N/A,,
b9a24ba4-2c8b-4f75-9380-6cd3e30bdc52,Hyposulfate de Sodium,Sodium Hyposulphate,Hyposulfate de Sodium,Sodium Hyposulphate,Drug,N/A,,
04c0ce2a-cd5b-4899-a9d9-7dd426d29410,Ifosfamide,Ifosfamide,Ifosfamide,Ifosfamide,Drug,N/A,,
a9701af3-cd39-4735-856c-21401c7d4a5d,Imatinib,Imatinib,Imatinib,Imatinib,Drug,N/A,,
ffcbb5f1-3ac7-4a4a-9ae4-b9c9fc050279,Imipeneme  +  Cilastatine,Imipeneme + Cilastatin,Imipeneme  +  Cilastatine,Imipeneme + Cilastatin,Drug,N/A,,
315a50f3-1c05-49b2-8d22-d511deb2defd,Immunoglobuline anti HBS,Anti-Hbs Immunoglobulin,Immunoglobuline anti HBS,Anti-Hbs Immunoglobulin,Drug,N/A,,
3d24fa1b-f5d9-4e63-a4a4-2497ed6fe9d1,Immunoglobuline Humaine Anti D,Human Immune Globulin Anti D,Immunoglobuline Humaine Anti D,Human Immune Globulin Anti D,Drug,N/A,,
ae14c7ab-8206-4fa0-a981-0e9a00eaf499,Immunoglobulines drug,Immunoglobulins drug,Immunoglobulines,Immunoglobulins,Drug,N/A,,
093d566d-c5c4-4abb-b957-8745e62ee816,Immunoglobulines antirabique,Anti-Rabies Immunoglobulin,Immunoglobulines antirabique,Anti-Rabies Immunoglobulin,Drug,N/A,,
55999fa6-8d3a-43a0-b147-c8c4d84211f2,Immunoglobulines antitétanique humaine,Human Tetanus Immunoglobulin,Immunoglobulines antitétanique humaine,Human Tetanus Immunoglobulin,Drug,N/A,,
7b1589a3-0700-4816-8d21-0dc7cf674199,Inosinemonophosphate,Inosinemonophosphate,Inosinemonophosphate,Inosinemonophosphate,Drug,N/A,,
c07dd80d-3a5e-420f-a259-d908ceaca5bf,Insuline ACTRAPID HM,Actrapid HM Insulin,Insuline ACTRAPID HM,Actrapid HM Insulin,Drug,N/A,,
122d82d1-1598-4231-a037-c4bf00c030f9,Insuline humaine action intermédiaire,Human Insulin Intermediate Action,Insuline humaine action intermédiaire,Human Insulin Intermediate Action,Drug,N/A,,
b27d4352-7935-4612-b425-5fb516904c7d,Insuline humaine action rapide,Fast Acting Human Insulin,Insuline humaine action rapide,Fast Acting Human Insulin,Drug,N/A,,
b851d80b-4c0a-482d-abc8-2410f54d65d8,Insuline humaine prémélangée (prémixte),Premixed Human Insulin (Premix),Insuline humaine prémélangée (prémixte),Premixed Human Insulin (Premix),Drug,N/A,,
fa52b34d-0fe7-465c-a1d9-263203109dbb,Interféron Peguylé,Interferon Peguylé,Interféron Peguylé,Interferon Peguylé,Drug,N/A,,
17fb5ab0-a5e6-463f-b37a-647320ed146c,Iodure de potassium,Potassium Iodide,Iodure de potassium,Potassium Iodide,Drug,N/A,,
88703ab6-37fe-4858-9398-b5f418403c34,Iopamidol,Iopamidol,Iopamidol,Iopamidol,Drug,N/A,,
69d9f943-44d0-488e-a803-42b98c09bdf5,Ioxitalamate de Sodium et de Méglumine,Sodium And Meglumine Ioxitalamate,Ioxitalamate de Sodium et de Méglumine,Sodium And Meglumine Ioxitalamate,Drug,N/A,,
fca7312d-acc9-429f-9f79-adfbb9cde146,Ipeca,Ipecac,Ipeca,Ipecac,Drug,N/A,,
15399a32-ddbc-49a8-a935-de1dbdc746a3,Irinotecan,Irinotecan,Irinotecan,Irinotecan,Drug,N/A,,
cc2cd7eb-4fd9-4d08-b602-599873606b53,Isoflurane,Isoflurane,Isoflurane,Isoflurane,Drug,N/A,,
18b07f55-c5b6-4449-9492-2fb6a0e141d9,Isoprenaline,Isoprenaline,Isoprenaline,Isoprenaline,Drug,N/A,,
af071cd5-d546-45bb-8a50-a5adeae68282,Itraconazole,Itraconazole,Itraconazole,Itraconazole,Drug,N/A,,
079b4c87-6546-41bd-8414-b4fa1e2ff377,Kanamicine,Kanamycin,Kanamicine,Kanamycin,Drug,N/A,,
6f72ef0b-962c-4c27-a90d-a5703ad7e452,Ketonazole,Ketonazole,Ketonazole,Ketonazole,Drug,N/A,,
09e7a339-d6dc-495b-ba2a-a2abd8a3be4c,Lenogastim,Lenogastim,Lenogastim,Lenogastim,Drug,N/A,,
9d56a69b-64d8-48ce-a2dc-794dce600e75,Lévodopa + Carbidopa,Levodopa + Carbidopa,Lévodopa + Carbidopa,Levodopa + Carbidopa,Drug,N/A,,
b7e13949-9a6e-4cd8-ab74-87a61e2eb4d5,Levodopa LP + Benserazide,Levodopa LP + Benserazide,Levodopa LP + Benserazide,Levodopa Lp + Benserazide,Drug,N/A,,
69f3dada-785a-42e3-a2b1-1f5b564ea3b8,Lévopromazine,Levomepromazine,Lévopromazine,Levomepromazine,Drug,N/A,,
45038eea-683e-4882-8ae2-9ec85dc0401d,Lidocaïne,Lidocaine,Lidocaïne,Lidocaine,Drug,N/A,,
d29c034b-de72-42b7-8856-70ca082a81df,Lidocaïne + Adrénaline,Lidocaine + Adrenaline,Lidocaïne + Adrénaline,Lidocaine + Adrenaline,Drug,N/A,,
c6285c5e-6ea6-4c97-a9d2-0422a63a248f,Lidocaine + Epinéphrine,Lidocaine + Epinephrine,Lidocaine + Epinéphrine,Lidocaine + Epinephrine,Drug,N/A,,
9cbe9014-a7ed-430c-827f-2502b3d30faa,"Lidocaïne + Epinephrine,usage dentaire","Lidocaine + Epinephrine, Dental Use","Lidocaïne + Epinephrine,usage dentaire","Lidocaine + Epinephrine, Dental Use",Drug,N/A,,
4f1b1243-1440-4b16-b7eb-f55048d176ec,"Lidocaïne + Glucose, hyperbare","Lidocaine + Glucose, Hyperbaric","Lidocaïne + Glucose, hyperbare","Lidocaine + Glucose, Hyperbaric",Drug,N/A,,
ec2b41cb-3abe-4cf1-bcce-153c88830b64,Lidocaïne à la Naphtazoline,Lidocaine With Naphtazoline,Lidocaïne à la Naphtazoline,Lidocaine With Naphtazoline,Drug,N/A,,
3a630985-4bdd-4f3d-9c8f-3cf982407f79,Lidocaïne visqueuse,Lidocaine Viscous,Lidocaïne visqueuse,Lidocaine Viscous,Drug,N/A,,
3aad5942-ecf2-4abe-9671-770126ea64ca,Lindane,Lindane,Lindane,Lindane,Drug,N/A,,
ff84fc83-8ba3-4b71-951b-78b8e32fb331,Lopéramide,Loperamide,Lopéramide,Loperamide,Drug,N/A,,
c3861852-377f-4e9f-81c9-e2fdb4578d1b,Lopéramide Chlorhydrate,Loperamide Hydrochloride,Lopéramide Chlorhydrate,Loperamide Hydrochloride,Drug,N/A,,
e570dffb-6ca1-493e-82d6-1f45999dd457,Macrogol,Macrogol,Macrogol,Macrogol,Drug,N/A,,
f6f7ae3d-f518-4f7c-8a6b-927d42c7a9ef,Mébendazole,Mebendazole,Mébendazole,Mebendazole,Drug,N/A,,
62b747c6-d837-426b-a9f8-39348523bd5d,Mélarsoprol,Melarsoprol,Mélarsoprol,Melarsoprol,Drug,N/A,,
578f57f6-2fcf-4ced-b914-4e36dc8deb02,Méprobamate,Meprobamate,Méprobamate,Meprobamate,Drug,N/A,,
1ed44f9c-cac6-4699-86c3-e81afc03e3df,Mesna,Mesna,Mesna,Mesna,Drug,N/A,,
ce610f47-a6c3-44dc-9fa8-440dafab5341,Métamizole,Metamizole,Métamizole,Metamizole,Drug,N/A,,
9ef30f3a-f5f5-4a8b-b9c9-3c3555e5fbb3,Metanizole,Metanizole,Metanizole,Metanizole,Drug,N/A,,
a4f60e77-3cbb-44ac-9f9c-a5878644422d,Méthyl prednisolone,Methyl Prednisolone,Méthyl prednisolone,Methyl Prednisolone,Drug,N/A,,
432a2627-5198-49e3-9af6-94c7577bcb6c,Méthyldopa,Methyldopa,Méthyldopa,Methyldopa,Drug,N/A,,
e373811b-edd5-4fee-9d34-47eb18cf785c,Méthylergométrine Maléate,Methylergometrine Maleate,Méthylergométrine Maléate,Methylergometrine Maleate,Drug,N/A,,
89fc71ad-aa5c-4e47-94bf-ec1d4c40d605,Methylprednisolone,Methylprednisolone,Methylprednisolone,Methylprednisolone,Drug,N/A,,
f6b3d51b-f2e7-41a4-bd83-6e0d03a532ca,Métoclopramide Chlorhydrate,Metoclopramide Hydrochloride,Métoclopramide Chlorhydrate,Metoclopramide Hydrochloride,Drug,N/A,,
ad5ae4e2-b6b0-4921-9864-49334a6b5605,Métopimazine,Metopimazine,Métopimazine,Metopimazine,Drug,N/A,,
6d4b61e9-3158-4c26-809b-0ded5cc8165b,Metronidazol,Metronidazol,Metronidazol,Metronidazol,Drug,N/A,,
2d98d0f8-a96f-48b9-883e-5e658d0bb87e,Métronidazole Benzoate,Metronidazole Benzoate,Métronidazole Benzoate,Metronidazole Benzoate,Drug,N/A,,
17fd2c58-1746-4234-b23e-7331c390f0b0,Miconazole,Miconazole,Miconazole,Miconazole,Drug,N/A,,
4c9dedfc-52bf-4f9d-a9ad-24149b5562c2,Mitefocine,Mitefocine,Mitefocine,Mitefocine,Drug,N/A,,
380b4242-a287-4873-99bc-f688aeda2226,Morphine Chlorydrate,Morphine Chlorydrate,Morphine Chlorydrate,Morphine Chlorydrate,Drug,N/A,,
56d9e9fa-9445-442e-abf3-3aed3b9527b0,Multivitamine,Multivitamin,Multivitamine,Multivitamin,Drug,N/A,,
b54a00f6-fdb6-499f-8e78-ba776ee1fe24,Multivitamine sirop,Multivitamin Syrup,Multivitamine sirop,Multivitamin Syrup,Drug,N/A,,
1526895d-0673-4e02-9afd-2f789c1188c7,Multivitamines,Multivitamins,Multivitamines,Multivitamins,Drug,N/A,,
5d777686-751b-4381-959c-12aa3bf1bb59,N-Acétyl cystéine,N-Acetyl Cysteine,N-Acétyl cystéine,N-Acetyl Cysteine,Drug,N/A,,
0b33005d-d006-402b-aabb-123dc0f5a2cc,Naloxone Chlorhydrate,Naloxone Hydrochloride,Naloxone Chlorhydrate,Naloxone Hydrochloride,Drug,N/A,,
c000923d-6a79-4a05-a146-5627aced63a4,Neltimicine,Neltimicine,Neltimicine,Neltimicine,Drug,N/A,,
15d387c8-aa71-4ba5-a385-6e71ec47e13b,Néomycine Bacitracine,Neomycin Bacitracin,Néomycine Bacitracine,Neomycin Bacitracin,Drug,N/A,,
ca11c5a0-51ef-4cd8-84dc-aa94b7458bd6,Nicardipine,Nicardipine,Nicardipine,Nicardipine,Drug,N/A,,
86b0e05f-97fd-4bdd-aa71-edad8bdcf2e0,Niclosamide,Niclosamide,Niclosamide,Niclosamide,Drug,N/A,,
c5d254c2-5acd-4b9d-b55d-4c08240f1f9c,Nicotinamide,Nicotinamide,Nicotinamide,Nicotinamide,Drug,N/A,,
3e4dd488-3e46-4328-83c9-f1f910e0537d,Nifurtimox,Nifurtimox,Nifurtimox,Nifurtimox,Drug,N/A,,
63b9a595-66e8-468c-8b44-7ed6493e21dd,Norépinéphrine (Noradrénaline),Norepinephrine (Noradrenaline),Norépinéphrine (Noradrénaline),Norepinephrine (Noradrenaline),Drug,N/A,,
5feef430-bc89-4b36-9e91-2756618f8ab2,Noscapine,Noscapine,Noscapine,Noscapine,Drug,N/A,,
145a7e48-dea2-4882-a466-a2fa758711ec,Nystatine,Nystatin,Nystatine,Nystatin,Drug,N/A,,
36354919-1fe8-445f-8745-f286b2c86e50,Oxaliplatine,Oxaliplatin,Oxaliplatine,Oxaliplatin,Drug,N/A,,
2221ef3f-8b0f-4794-b8a6-a67c355c52df,Oxybuprocaïne,Oxybuprocaine,Oxybuprocaïne,Oxybuprocaine,Drug,N/A,,
d72b19c5-3f01-41aa-88bb-79db024bac94,Oxygène Inhalation,Oxygen Inhalation,Oxygène Inhalation,Oxygen Inhalation,Drug,N/A,,
df6c69a3-d154-4a62-b806-32eb42a9c17c,Paclitaxel,Paclitaxel,Paclitaxel,Paclitaxel,Drug,N/A,,
4c7927d7-4629-46ea-b8a1-27f59599dd15,Pancuronium,Pancuronium,Pancuronium,Pancuronium,Drug,N/A,,
945162e7-0dc5-49a2-bf40-5568d80a1fc3,Pénicilline  G (Benzyl Pénicilline),Penicillin G (Benzyl Penicillin),Pénicilline  G (Benzyl Pénicilline),Penicillin G (Benzyl Penicillin),Drug,N/A,,
55363f36-c3af-4893-9f55-a23a13ab2ad8,Pentamidine,Pentamidine,Pentamidine,Pentamidine,Drug,N/A,,
4c87e6d5-7042-435e-9ef7-a8d14c15bfe1,Pentazocine,Pentazocine,Pentazocine,Pentazocine,Drug,N/A,,
74af6495-8d63-41c8-b6fd-856fa09b7f3d,Perfuseur plus Epicranniene 21 G,Perfusion Plus Epicranniene 21 G,Perfuseur plus Epicranniene 21 G,Perfusion Plus Epicranniene 21 G,Drug,N/A,,
02fa29ea-bd25-48ae-82bc-cd79e55e5688,Perfuseur Set,Perfusor Set,Perfuseur Set,Perfusor Set,Drug,N/A,,
b66ba92a-774f-4691-983c-fd80544f04de,Permanganate Potassique,Potassium Permanganate,Permanganate Potassique,Potassium Permanganate,Drug,N/A,,
dfa18b4e-c103-442f-a7c4-e4943e6a0f60,Péthidine,Pethidine,Péthidine,Pethidine,Drug,N/A,,
2704fc79-7a4c-4386-a2b5-69e2eeb6811d,Péthidine Chlorydrate,Pethidine Chlorydrate,Péthidine Chlorydrate,Pethidine Chlorydrate,Drug,N/A,,
2557161c-9f77-4ca0-801c-97be2988c776,Phénobarbital,Phenobarbital,Phénobarbital,Phenobarbital,Drug,N/A,,
87c05f73-f6cf-4ea9-b23f-a50202109679,Phénobarbital Sodique,Phenobarbital Sodium,Phénobarbital Sodique,Phenobarbital Sodium,Drug,N/A,,
74680bfb-8796-474a-bd8a-6777203235b9,Phénoxyméthyl pénicilline,Phenoxymethyl Penicillin,Phénoxyméthyl pénicilline,Phenoxymethyl Penicillin,Drug,N/A,,
ad14a906-7290-457a-a142-a2d88f6f1bad,Phenoxymethylpenicilline (Peni V),Phenoxymethylpenicillin (Peni V),Phenoxymethylpenicilline (Peni V),Phenoxymethylpenicillin (Peni V),Drug,N/A,,
46a87255-7536-4058-b7b1-530ea3022f6a,Phényléphrine,Phenylephrine,Phényléphrine,Phenylephrine,Drug,N/A,,
e4a6d90e-733f-41d2-b9e4-67fca9388c88,Phénytoïne Sodique,Phenytoin Sodium,Phénytoïne Sodique,Phenytoin Sodium,Drug,N/A,,
c8fe3079-63ed-410f-a893-ebfce7dcc54b,Phloroglucinol,Phloroglucinol,Phloroglucinol,Phloroglucinol,Drug,N/A,,
4a1217bd-1ebd-4685-86f8-cea8ba5325ba,Phytoménadione ((Vitamine K1),Phytomenadione ((Vitamin K1),Phytoménadione ((Vitamine K1),Phytomenadione ((Vitamin K1),Drug,N/A,,
576315e0-4c27-48e0-be3a-180406ab1112,Phytoménadione (Vitamine K1),Phytomenadione (Vitamin K1),Phytoménadione (Vitamine K1),Phytomenadione (Vitamin K1),Drug,N/A,,
a3461384-0c15-44c9-a268-dfded5363a5f,Pilocarpine,Pilocarpine,Pilocarpine,Pilocarpine,Drug,N/A,,
b994ebb7-b061-49f8-b548-f9f402dfab06,Plasma Substitut (Gélatine Modifiée),Substituted Plasma (Modified Gelatin),Plasma Substitut (Gélatine Modifiée),Substituted Plasma (Modified Gelatin),Drug,N/A,,
088ab45f-4045-4621-9308-106a98867f62,Polidocanol,Polidocanol,Polidocanol,Polidocanol,Drug,N/A,,
e88fa177-cf26-4065-8ad6-4b7548f7f940,Polyionique,Polyionic,Polyionique,Polyionic,Drug,N/A,,
70f805e5-6b06-41f7-afc1-b4bb29af4fca,Polyvidone iodée,Polyvidone Iodine,Polyvidone iodée,Polyvidone Iodine,Drug,N/A,,
cce7f0ad-5446-407a-a5ea-2bf94861e7c9,Potassium Drug,Potassium Drug,Potassium,Potassium,Drug,N/A,,
7ed7c19e-39b6-4510-b314-aceaf3c36114,Praziquantel,Praziquantel,Praziquantel,Praziquantel,Drug,N/A,,
a5ab2880-c1cc-40ff-9b12-6d1a257f7ce7,Prednisolone phosphate,Prednisolone Phosphate,Prednisolone phosphate,Prednisolone Phosphate,Drug,N/A,,
f2f8e5a6-38c8-47e5-bdb8-8686a3651708,Propranolol Chlorhydrate,Propranolol Hydrochloride,Propranolol Chlorhydrate,Propranolol Hydrochloride,Drug,N/A,,
972b42d3-6e84-4a38-9210-1286919cc48b,Propylthiouracile,Propylthiouracil,Propylthiouracile,Propylthiouracil,Drug,N/A,,
fbd6d6a1-6915-4e59-a1df-a93995caf52e,Protamine sulfate,Protamine Sulfate,Protamine sulfate,Protamine Sulfate,Drug,N/A,,
14d35dc0-67be-41e2-9a9f-f44aea7c8b86,Prothionamide,Prothionamide,Prothionamide,Prothionamide,Drug,N/A,,
f32dfeaa-ebbd-412a-929e-3b6fc5067a66,Protoberbérine (extrait d'Enantia Clorenta),Protoberberine (Enantia Clorenta Extract),Protoberbérine (extrait d'Enantia Clorenta),Protoberberine (Enantia Clorenta Extract),Drug,N/A,,
2325975e-c0ca-4f5e-9cb3-3f46c7e65177,Protoxyde d’azote Inhalation,Nitrous Oxide Inhalation,Protoxyde d’azote Inhalation,Nitrous Oxide Inhalation,Drug,N/A,,
f8f118dc-e1d0-43dd-9f4e-08d3caeecdcf,Pyrantel,Pyrantel,Pyrantel,Pyrantel,Drug,N/A,,
0966c6d5-30c7-4062-a9bc-55aef85ae6e7,Pyridoxine (Vitamine B6),Pyridoxine (Vitamin B6),Pyridoxine (Vitamine B6),Pyridoxine (Vitamin B6),Drug,N/A,,
744feb7e-0267-41d5-ab78-34cafe353630,Pyriméthamine,Pyrimethamine,Pyriméthamine,Pyrimethamine,Drug,N/A,,
86203984-2c36-430f-b01f-b412d969b28e,Quinidine,Quinidine,Quinidine,Quinidine,Drug,N/A,,
ff96321b-a8d6-45c0-b493-b28689993f63,Quinine,Quinine,Quinine,Quinine,Drug,N/A,,
18462d5f-8ca2-413f-a3a2-2059d6a79de4,Quinine Dichlorhydrate,Quinine Dihydrochloride,Quinine Dichlorhydrate,Quinine Dihydrochloride,Drug,N/A,,
beb00849-5247-4477-b390-298de0b8813f,Quinine Résorcine,Quinine Resorcinol,Quinine Résorcine,Quinine Resorcinol,Drug,N/A,,
641caf2e-3bb5-4bd6-8615-92665e9ce50e,Quinine Sulfate,Quinine Sulfate,Quinine Sulfate,Quinine Sulfate,Drug,N/A,,
0aa398ba-2ea0-4c0e-848e-5b1a26c7d7c5,Rétinol (vit. A Palmitate),Retinol (Vit. A Palmitate),Rétinol (vit. A Palmitate),Retinol (Lives In Palmitate),Drug,N/A,,
ce199c4c-d0e2-4b28-803c-e0ccec15efac,Rifampicine + Isoniazide,Rifampicin + Isoniazid,Rifampicine ®  +  Isoniazide,Rifampicin ® + Isoniazid,Drug,N/A,,
6647047d-1a33-4845-b475-0376e918fff5,Rifampicine + Isoniazide + Ethambutol,Rifampicin + Isoniazid + Ethambutol,Rifampicine + Isoniazide + Ethambutol,Rifampicin + Isoniazid + Ethambutol,Drug,N/A,,
8b984125-9742-46fd-8183-e9d7d5f2d432,Rifampicine + Isoniazide + Ethambutol + Pyrazinamide,Rifampicin + Isoniazid + Ethambutol + Pyrazinamide,Rifampicine + Isoniazide + Ethambutol + Pyrazinamide,Rifampicin + Isoniazid + Ethambutol + Pyrazinamide,Drug,N/A,,
85e561a5-b19e-4e18-8658-8ac41bb58bc5,Rifampicine + Isoniazide + Pyrazinamide,Rifampicin + Isoniazid + Pyrazinamide,Rifampicine + Isoniazide + Pyrazinamide,Rifampicin + Isoniazid + Pyrazinamide,Drug,N/A,,
09af3275-047b-4bfe-a801-03053a6194b2,Rifamycine,Rifamycin,Rifamycine,Rifamycin,Drug,N/A,,
592bba12-f8a1-4bfd-8fb0-69420a9649ab,Ringer  lactate,Lactated Ringer,Ringer  lactate,Lactated Ringer,Drug,N/A,,
8f99400b-1a43-43a0-8aec-d70fcea3b019,Ringer Lactate,Ringer Lactate,Ringer Lactate,Ringer Lactate,Drug,N/A,,
0d0cca42-c95c-46a8-84fc-a5ca25f77ac4,Rotavirus injection,Rotavirus Injection,Rotavirus injection,Rotavirus Injection,Drug,N/A,,
45ebba23-0009-4b3b-9c2d-37ba62431f33,S.R.O / O.R.S  +  Zinc,S.R.O / O.R.S  +  Zinc,S.R.O / O.R.S  +  Zinc,S.R.O / O.R.S  +  Zinc,Drug,N/A,,
1dabfa51-bc48-430f-b233-9a2ccc929fbc,Sel de Réhydratation,Rehydration Salt,Sel de Réhydratation,Rehydration Salt,Drug,N/A,,
3d934861-e8b4-454d-938d-70f1ab62ff28,Sels de réhydratation,Rehydration Salts,Sels de réhydratation,Rehydration Salts,Drug,N/A,,
de689f01-f556-48b9-9f6a-61558a6cb959,Sels ferreux,Ferrous Salts,Sels ferreux,Ferrous Salts,Drug,N/A,,
2395b7ba-e957-4b40-9bf3-62b1f67f1210,Sels ferreux + Acide folique,Ferrous Salts + Folic Acid,Sels ferreux + Acide folique,Ferrous Salts + Folic Acid,Drug,N/A,,
3aa29246-3223-4b5d-8ff3-f8c1e4bec865,Senné,Senna,Senné,Senna,Drug,N/A,,
67e2530d-5315-4dee-900c-629024de30df,Séruim antivenimeux polyvalent,Antivenomous Serum Multipurpose,Séruim antivenimeux polyvalent,Antivenomous Serum Multipurpose,Drug,N/A,,
06e14330-93d2-4a70-b425-6157f67d319d,Sérum antivenimeux polyvalent EBND,Versatile Antivenom Serum Ebnd,Sérum antivenimeux polyvalent EBND,Versatile Antivenom Serum Ebnd,Drug,N/A,,
ef4a82a4-19ac-4749-8d71-6a9a5cce60e4,Sérum physiologique,Physiological Serum,Sérum physiologique,Physiological Serum,Drug,N/A,,
5544d8ea-cb15-4ce4-8267-09dfc8680398,Sévoflurane,Sevoflurane,Sévoflurane,Sevoflurane,Drug,N/A,,
1c717e97-b6b6-4ee6-af4e-04f04ed217e6,Simvastatine,Simvastatin,Simvastatine,Simvastatin,Drug,N/A,,
877c93c9-65c4-40de-b102-cd49921c472c,Sirop Gamma (difeuines),Gamma Syrup (Difeuines),Sirop Gamma (difeuines),Gamma Syrup (Difeuines),Drug,N/A,,
84719581-d7df-413d-8034-4829b88edc78,Sofosbuvir,Sofosbuvir,Sofosbuvir,Sofosbuvir,Drug,N/A,,
99da3571-ff52-46d1-9818-a8d0b3188b62,Soluté mixte (glucosé + Nacl,Mixed Solute (Glucose + Nacl,Soluté mixte (glucosé + Nacl,Mixed Solute (Glucose + Nacl,Drug,N/A,,
5cc70bc7-4ba9-45cd-a8fc-074f625e264a,Soluté mixte (glucosé + Nacl),Mixed Solute (Glucose + Nacl),Soluté mixte (glucosé + Nacl),Mixed Solute (Glucose + Nacl),Drug,N/A,,
10dd6141-5ece-4c1b-9533-42b9e30f63df,Spiramycine,Spiramycin,Spiramycine,Spiramycin,Drug,N/A,,
34894263-eab9-40e0-af85-742de3ac9e40,Spirinolactone,Spirinolactone,Spirinolactone,Spirinolactone,Drug,N/A,,
ee34882d-64db-4730-a257-707b729f4a8e,Stibogluconatede Sodium,Stibogluconatede Sodium,Stibogluconatede Sodium,Stibogluconatede Sodium,Drug,N/A,,
0c3a513d-46c4-4605-8a86-3cb44a7325d7,Streptokinase,Streptokinase,Streptokinase,Streptokinase,Drug,N/A,,
51816cec-5b06-47b1-9681-077ec34e10c6,Sufentanil,Sufentanil,Sufentanil,Sufentanil,Drug,N/A,,
1c2354ae-1e80-4aa1-b8a5-dbff2b86ae2d,Sulfadiazine,Sulfadiazine,Sulfadiazine,Sulfadiazine,Drug,N/A,,
a3f7351e-0c02-4239-a87c-8d485d15e112,Sulfadiazine argentique,Sulfadiazine Film,Sulfadiazine argentique,Sulfadiazine Film,Drug,N/A,,
f7868f5f-9367-4846-886e-904c216fa8db,Sulfadoxine + pyriméthamine,Sulfadoxine + Pyrimethamine,Sulfadoxine + pyriméthamine,Sulfadoxine + Pyrimethamine,Drug,N/A,,
541c416c-c3d7-4908-a68c-c3cda747ff2c,Sulfaméthonium,Sulfaméthonium,Sulfaméthonium,Sulfaméthonium,Drug,N/A,,
c158a674-114b-4c6e-8414-77c9f947abb2,Sulfamethoxazole + Trimethoprine (Cotrimoxazole),Sulfamethoxazole + Trimethoprine (Cotrimoxazole),Sulfamethoxazole + Trimethoprine (Cotrimoxazole),Sulfamethoxazole + Trimethoprine (Cotrimoxazole),Drug,N/A,,
50d40eea-fa88-43bf-8391-97220deda4b4,Sulfamethoxazole + Trimetropine (Cotrimoxazole),Sulfamethoxazole + Trimetropine (Cotrimoxazole),Sulfamethoxazole + Trimetropine (Cotrimoxazole),Sulfamethoxazole + Trimetropine (Cotrimoxazole),Drug,N/A,,
d9f2ca4a-e2ac-4f54-b8fd-519f6256e25f,Sulfate de Baryum,Barium Sulphate,Sulfate de Baryum,Barium Sulphate,Drug,N/A,,
5c221591-671d-42ea-85c6-46dcdad2bae4,Sulfate de magnésium,Magnesium Sulfate,Sulfate de magnésium,Magnesium Sulfate,Drug,N/A,,
7468765f-c903-44a2-b304-9faa69cee1e8,Suxaméthonium Chlorhydrate,Suxamethonium Hydrochloride,Suxaméthonium Chlorhydrate,Suxamethonium Hydrochloride,Drug,N/A,,
1f6e3a7c-c970-4cde-995b-a7a1159407e6,Tamoxifène,Tamoxifen,Tamoxifène,Tamoxifen,Drug,N/A,,
442fac1b-97e3-4d40-ab30-8ec1a1ed6a83,Terbutaline,Terbutaline,Terbutaline,Terbutaline,Drug,N/A,,
5316217b-65c0-43b8-bd63-54b958ea1e00,Tétracaïne,Tetracaine,Tétracaïne,Tetracaine,Drug,N/A,,
27e98718-3838-4973-aa77-00c1e9aa9a8e,Tétracyclin,Tetracyclin,Tétracyclin,Tetracyclin,Drug,N/A,,
fff9bf36-c39e-45f0-81df-6df0b889eac5,Tétracycline,Tetracycline,Tétracycline,Tetracycline,Drug,N/A,,
08928bd9-1e14-4cf8-a7a8-b4d305519d0a,Tétracycline pommade ophtalmique,Tetracycline Ophthalmic Ointment,Tétracycline pommade ophtalmique,Tetracycline Ophthalmic Ointment,Drug,N/A,,
ae592ccc-b9d3-4d9b-b53d-cdd8b41226d8,Thiamphenicol,Thiamphenicol,Thiamphenicol,Thiamphenicol,Drug,N/A,,
535e637c-b9e9-459d-b10a-c11cb13f8e62,Thiopental sodique,Thiopental Sodium,Thiopental sodique,Thiopental Sodium,Drug,N/A,,
7b205282-6d75-4255-99c2-4ae9a9e8c288,Thiosulfate de Sodium,Sodium Thiosulfate,Thiosulfate de Sodium,Sodium Thiosulfate,Drug,N/A,,
d71a5e4b-e222-46f7-af63-b8d4efae1537,Timolol,Timolol,Timolol,Timolol,Drug,N/A,,
b9a59431-f835-4ca4-bb41-2d7641e58e8e,Trihexyphénidyle,Trihexyphénidyle,Trihexyphénidyle,Trihexyphénidyle,Drug,N/A,,
dbb8c60b-56da-43fd-8083-c274aed1b263,Trimebutine + Rusgogenine,Trimebutine + Rusgogenine,Trimebutine + Rusgogenine,Trimebutine + Rusgogenine,Drug,N/A,,
04db82a2-f3e9-4b84-bec2-ebc920ce918e,Triptoreline,Triptorelin,Triptoreline,Triptorelin,Drug,N/A,,
17a18a81-4468-4d48-b7d4-1fc95a45d246,Tropicamide,Tropicamide,Tropicamide,Tropicamide,Drug,N/A,,
