uuid,Members,Answers,Fully specified name:fr,Fully specified name:en,Short name:fr,Short name:en,Data class,Data type,Normal high,Normal low,Units,Allow decimals,_version:1,_order:1180
d97b53ae-5f73-42ad-9a4a-920ecfcc1576,,,Amylasémie,Amylase,Amylasémie,Amylase,LabTest,Numeric,125,25,IU/L ,yes,,
9810dc02-6ea9-468d-bf7a-a532e1b9a943,,,Amylasémie Date de résultat,Amylase Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
6f5afa6e-8e05-45fc-8c86-c01de9671d6a,,,Bilirubine Totale,Total Bilirubin,Bilirubine Totale,Total Bilirubin,LabTest,Numeric,22,1,μmol/L,yes,,
d1da6c66-1c53-4339-95b7-ed8b99694650,,,Bilirubine Totale Date de résultat,Total Bilirubin Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
500b0dbf-40f1-48f4-982e-62b46d04ae19,,,Bilirubine Directe ou conjuguée,Direct or conjugate Bilirubin,Bilirubine Directe ou conjuguée,Direct or congugate Bilirubin,LabTest,Numeric,5,0,μmol/L,yes,,
1a2ee875-78af-4046-9510-b68e2f46b4e8,,,Bilirubine Directe ou conjuguée Date de résultat,Direct or conjugate Bilirubin Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
6a8d0c48-7859-4c70-b3d7-117432fba19c,,,Glycémie à jeun,Fasting blood glucose,Glycémie à jeun,Fasting blood glucose,LabTest,Numeric,6.1,3.9,mmol/L,yes,,
433c511b-c3f0-41ba-9ec6-11bb10cbe652,,,Glycémie à jeun Date de résultat,Fasting blood glucose Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
1fb3cb35-d5a3-41ad-8ffd-bf21a254c3fc,,,Urea,Urea,Urea,Urea,LabTest,Numeric,8.2,2.9,mmol/L,yes,, 
57a26fd3-7a76-449b-a08f-69175c42ef11,,,Urea Date de résultat,Urea Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
1d68b400-3c92-4a40-a74f-edaf7f4d92e3,,,Acide urique-Uricémie,Uric acid,Acide urique-Uricémie,Uric acid,LabTest,Numeric,420,120,μmol/L,yes,,
0007e90f-c0da-49b3-b252-c997ea8a24b4,,,Acide urique-Uricémie Date de résultat,Uric acid Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
e1945bb9-596d-43d9-9046-3f160e21378d,,,Créatinemie,Creatinine,Créatinemie,Creatinine,LabTest,Numeric,110,50,μmol/L,yes,,
938869d4-dc4d-4f60-966d-eff010d7ab58,,,Créatinemie Date de résultat,Creatinine Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
9080819b-0095-4e4f-807f-83a7caa053ab,,,Phosphate,Phosphate,Phosphate,Phosphate,LabTest,Numeric,,,,yes,,
9030d99f-51df-4b68-8612-412bc9f2fb53,,,Phosphate Date de résultat,Phosphate Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
6b357863-36b6-4c10-9468-7d1a56a977d4,,,Créatinurie (24 heures),Creatinuria (24 hours),Créatinurie (24 heures),Creatinuria (24 hours),LabTest,Numeric,,,,yes,,
22d1600a-8a67-4bbf-b2de-c85e7227c68e,,,Créatinurie (24 heures) Date de résultat,Creatinuria (24 hours) Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
c2a8bdb5-ee79-4886-8913-e322098b4ebe,,,Albumin-Sugar-Aceton-Bile salt-Bile-pigment,Albumin-Sugar-Aceton-Bile salt-Bile-pigment,Albumine-Sucres-Acetone-Sels Biliairespiments-Biliaires-Bilirubine-Ph-Densite Ur.-Sang-Nitrates,Albumin-Sugar-Aceton-Bile salt-Bile-pigment,LabTest,Text,,,,,,
c9e3bacc-65fd-4d5f-ad74-ffe580afa7e9,,,Albumin-Sugar-Aceton-Bile salt-Bile-pigment Date de résultat,Albumin-Sugar-Aceton-Bile salt-Bile-pigment Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
9d7a4258-6174-4549-be5d-b0c86fa3e48a,,,Test de grossesse,Serum HCG (Pregnancy test),Test de grossesse,Serum HCG (Pregnancy test),LabTest,Text,,,,,,
be001eeb-db15-420b-ad4e-a5ed0512f427,,,Test de grossesse Date de résultat,Serum HCG (Pregnancy test) Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
699a8016-c56c-4474-b149-12aedf35711a,,,Protéinorachie (LCR),Protein (CSF),Protéinorachie (LCR),Protein (CSF),LabTest,Text,,,,,,
b84b92ea-0c98-4111-a6ed-96ce7ee6181d,,,Protéinorachie (LCR) Date de résultat,Protein (CSF) Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
3348fe03-ad5e-462b-ad1e-d7c090533a28,,,Glucorachie (LCR),Glucose (CSF),Glucorachie (LCR),Glucose (CSF),LabTest,Text,,,,,,
58774955-7281-4fd4-9a54-bb45fdf3bc1a,,,Glucorachie (LCR) Date de résultat,Glucose (CSF) Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
ca7b1210-8f27-43f3-9b78-a5acd7100930,,,Chlorures (LCR),Chloride (CSF),Chlorures (LCR),Chloride (CSF),LabTest,Text,,,,,,
bf889385-7bb4-4851-862a-6935fc2819b9,,,Chlorures (LCR) Date de résultat,Chloride (CSF) Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
388bc1c7-d83f-4c73-885c-c4714631c42d,,,Bandelette urinaire,Urine dipstick,Bandelette urinaire,Urine dipstick,LabTest,Text,,,,,,
13561d22-88c8-460d-90cc-4451839beca0,,,Bandelette urinaire Date de résultat,Urine dipstick Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
6c5870f6-dcbf-44ed-9e33-d47cc6b0a2f3,,,Sodium (urine),Sodium (urine),Sodium (urine),Sodium (urine),LabTest,Numeric,220,40,mmol/d,yes,,
2265885d-8526-4ac7-bd14-e373b8d47b6b,,,Sodium (urine) Date de résultat,Sodium (urine) Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
5815dbfc-11a4-461d-8a13-e41f10470d10,,,Electrophorèse de l'hémoglobine,Hemoglobin electrophoresis,Electrophorèse de l'hémoglobine,Hemoglobin electrophoresis,LabTest,Text,,,,,,
c8b957c8-d7f0-4c9a-8f05-b6823c90e5b5,,,Electrophorèse de l'hémoglobine Date de résultat,Hemoglobin electrophoresis Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
2d7f2275-26d1-4fcf-9e1a-ee862015d00c,,,Electrophorèse des proteines,Protein electrophoresis,Electrophorèse des proteines,Protein electrophoresis,LabTest,Text,,,,,,
acdea920-9e27-4d22-a5d9-b3382555c71c,,,Electrophorèse des proteines Date de résultat,Protein electrophoresis Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
df9401b8-552e-4d70-8c15-c3a35a982496,,,HbA1C To retire,HbA1C To retire,,,LabTest,Text,,,,,,
55d4ae6c-f095-4ed9-aa79-7172e713fc67,,,HbA1C,HbA1C,HbA1C,HbA1C,LabTest,Numeric,,,,yes,,
ea3f20ba-1058-41fa-b9de-6c8fc5490c9a,,,HbA1C Date de résultat,HbA1C Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
dd7f9a6c-daa6-4238-b3c0-19eead201908,,,Iron level,Iron level,Iron level,Iron level,LabTest,Numeric,29,5,μmol/L,yes,,
784739b5-49c7-40e5-8c67-b72f6cfa84c4,,,Iron level Date de résultat,Iron level Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
5aa29f45-7bb1-4236-afc3-3611b4ed4caa,,,Iron binding capacity (TIBC) ,Iron binding capacity (TIBC) ,Iron binding capacity (TIBC) ,Iron binding capacity (TIBC) ,LabTest,Numeric,73,45,μmol/L,yes,,
cbbca228-21e2-4181-8674-12e898658b7a,,,Iron binding capacity (TIBC) Date de résultat,Iron binding capacity (TIBC) Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
f3b9f8c7-c3f4-46f1-9c84-42ca5a382f3b,,,Ferritin,Ferritin,Ferritin,Ferritin,LabTest,Numeric,200,20,μg/L,yes,,
c1554277-4f13-4d32-a4c5-aa87dbeec5c3,,,Ferritin Date de résultat,Ferritin Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
e17d2142-78c9-4cc5-9a00-4422c702e957,,,Bicarbonate (HCO3) ,Bicarbonate (HCO3) ,Bicarbonate (HCO3) ,Bicarbonate (HCO3) ,LabTest,Numeric,29,23,mmol/L,yes,,
1bcefab6-00c6-44a7-9e2a-06c9eead5d87,,,Bicarbonate (HCO3) Date de résultat,Bicarbonate (HCO3) Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
c426233f-8d50-43cd-8d61-561dd61d46cb,,,Calcium Ionized,Calcium Ionized,Calcium Ionized,Calcium Ionized,LabTest,Numeric,1.35,1.15,mmol/L ,yes,,
5053b06e-997f-43e4-9398-59d24c597b76,,,Calcium Ionized Date de résultat,Calcium Ionized Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
8f13ba81-e8b4-4c2f-ae6f-f2ec35b9b2db,,,Creatine kinase,Creatine kinase,Creatine kinase,Creatine kinase,LabTest,Numeric,215,20,IU/L,yes,,
aa18b747-0169-482b-8173-84e1c7e09508,,,Creatine kinase Date de résultat,Creatine kinase Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
85d3ca2c-86dd-416e-a272-991077617913,,,Osmolality (serum) ,Osmolality (serum) ,Osmolality (serum) ,Osmolality (serum) ,LabTest,Numeric,295,285,mmol/kg,yes,,
ab512527-53ce-48f6-95d3-4a1b4548db4c,,,Osmolality (serum) Date de résultat,Osmolality (serum) Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
1cc0c827-4bc5-467c-a833-7059c260d0bd,,,Chloride (urine),Chloride (urine),Chloride (urine),Chloride (urine),LabTest,Numeric,250,110,mmol/d,yes,,
81cede77-2466-45bf-936b-02aa97ca061b,,,Chloride (urine) Date de résultat,Chloride (urine) Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
039281ae-783c-4ad8-9731-87532bd9dcdb,,,Creatinine (urine),Creatinine (urine),Creatinine (urine),Creatinine (urine),LabTest,Numeric,17.6,7,mmol/d,yes,,
39818bfa-8f5a-4a01-ac23-a27343743a65,,,Creatinine (urine) Date de résultat,Creatinine (urine) Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
861cfe80-c23f-4196-8d66-7b8d3b4cdbf6,,,Magnesium (urine),Magnesium (urine),Magnesium (urine),Magnesium (urine),LabTest,Numeric,4.3,3,mmol/d,yes,,
882fc6b9-e1a4-4b07-afbf-ce7606699dd2,,,Magnesium (urine) Date de résultat,Magnesium (urine) Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
12e7d903-d098-46d2-a64c-8fbe51a75080,,,Osmolality (urine),Osmolality (urine),Osmolality (urine),Osmolality (urine),LabTest,Numeric,1400,38,mmol/kg,yes,,
47c573b8-4a30-4b46-9204-be1b3461486e,,,Osmolality (urine)Date de résultat,Osmolality (urine) Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
1e26d6a0-2681-4164-95c4-ad79c3c87ce5,,,Protein (urine),Protein (urine),Protein (urine),Protein (urine),LabTest,Numeric,150,10,mg/d,yes,,
2e1738aa-acda-4d4c-9260-63e5e4d4f6c1,,,Protein (urine) Date de résultat,Protein (urine) Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
0e06ea24-8f2e-4edf-b248-0c77d1a364cf,,,Cortisol (plasma) 8 AM,Cortisol (plasma) 8 AM,Cortisol (plasma) 8 AM,Cortisol (plasma) 8 AM,LabTest,Numeric,635,170,nmol/L,yes,,
30a426e1-9824-480e-a7e8-5b2af61ab908,,,Cortisol (plasma) 8 AMDate de résultat,Cortisol (plasma) 8 AM Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
36fa3051-c452-4f3a-a159-10276043285e,,,Cortisol (plasma) 4 PM ,Cortisol (plasma) 4 PM ,Cortisol (plasma) 4 PM ,Cortisol (plasma) 4 PM ,LabTest,Numeric,413,82,nmol/L,yes,,
5b76f56a-022d-40f2-96f3-c9977adaba6f,,,Cortisol (plasma) 4 PM Date de résultat,Cortisol (plasma) 4 PM Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
28ca4323-089f-4832-ab64-3fb911ec9ff1,,,Oxygen (arterial saturation) ,Oxygen (arterial saturation) ,Oxygen (arterial saturation) ,Oxygen (arterial saturation) ,LabTest,Numeric,94,94,%,yes,,
3af89f52-1f8e-4c07-9063-d6f7d949b9de,,,Oxygen (arterial saturation) Date de résultat,Oxygen (arterial saturation) Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
02ff0ed4-29a5-4a84-81ac-f8d722c7716a,,,pCO2 (arterial),pCO2 (arterial),pCO2 (arterial),pCO2 (arterial),LabTest,Numeric,45,35,mm Hg,yes,,
843c48e5-8e14-455c-98c0-31767b5328e2,,,pCO2 (arterial) Date de résultat,pCO2 (arterial) Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
7f625072-fd6c-487e-9770-0042331c09b5,,,pO2 (arterial),pO2 (arterial),pO2 (arterial),pO2 (arterial),LabTest,Numeric,100,80,mm Hg,yes,,
0b640043-cb0c-47fc-89e1-75156f544294,,,pO2 (arterial) Date de résultat,pO2 (arterial) Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
674979b3-9416-45aa-b39b-4afce86ceeb7,,,pH (arterial),pH (arterial),pH (arterial),pH (arterial),LabTest,Numeric,7.45,7.35,,yes,,
f06fb5e6-64e7-48c3-a1b5-8f4771dbb068,,,pH (arterial) Date de résultat,pH (arterial) Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
5e36c7e5-34f9-4145-aa8a-2ec6eb36610d,,,Triiodothyronine total (T3) ,Triiodothyronine total (T3) ,Triiodothyronine total (T3) ,Triiodothyronine total (T3) ,LabTest,Numeric,2.9,1.1,nmol/L,yes,,
13d72b0a-b5d5-40dc-9208-c740002b6d4b,,,Triiodothyronine total (T3) Date de résultat,Triiodothyronine total (T3) Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
81ac319a-f399-4abb-b887-30c6e744ab37,,,Triiodothyronine free (FT3) ,Triiodothyronine free (FT3) ,Triiodothyronine free (FT3) ,Triiodothyronine free (FT3) ,LabTest,Numeric,6.5,3.5,pmol/L,yes,,
77848756-f707-41aa-9272-475d9a58cb84,,,Triiodothyronine free (FT3) Date de résultat,Triiodothyronine free (FT3) Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
395fbfb2-db66-4ec6-89f4-01f61d5f9f58,,,Thyroxine total (T4) ,Thyroxine total (T4) ,Thyroxine total (T4) ,Thyroxine total (T4) ,LabTest,Numeric,155,66,nmol/L,yes,,
fec7dfe6-2435-4c5e-91f9-398e7cd17631,,,Thyroxine total (T4) Date de résultat,Thyroxine total (T4) Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
f178d881-80d3-47b6-a5f7-aac8668e32c0,,,Thyroxine free (FT4) ,Thyroxine free (FT4) ,Thyroxine free (FT4) ,Thyroxine free (FT4) ,LabTest,Numeric,27,13,pmol/L,yes,,
15255d54-8f65-4d19-b47f-284c1e13d58f,,,Thyroxine free (FT4) Date de résultat,Thyroxine free (FT4) Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
124c00ab-d913-4826-a2c9-268736531225,,,Growth hormone (hGH) fasting,Growth hormone (hGH) fasting,Growth hormone (hGH) fasting,Growth hormone (hGH) fasting,LabTest,Numeric,10,0,μg/L,yes,,
0f9ef2b5-e53d-49d6-838a-adcfa1f7bfec,,,Growth hormone (hGH) fasting Date de résultat,Growth hormone (hGH) fasting Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
b6f9a817-8df5-4f8b-b3e2-00dca31cbedd,,,PTH,PTH,PTH,PTH,LabTest,Numeric,6.8,1.4,pmol/L,yes,,
ac7d64cb-3262-48dc-94bb-1c93c24b339b,,,PTH Date de résultat,PTH Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
d80a2962-49d9-445d-8174-c4c360f373f0,,,Specific gravity,Specific gravity,Specific gravity,Specific gravity,LabTest,Numeric,1.03,1.003,,yes,,
2b063432-375b-4b5f-a352-a4c35ebebcce,,,Specific gravity Date de résultat,Specific gravity Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
4ad30f34-34b4-43b9-86c0-13624375185e,,,Sperm count ,Sperm count ,Sperm count ,Sperm count ,LabTest,Numeric,150,20,x10^6/mL,yes,,
490a72d1-d142-4b8d-a1cf-6e53ff41c8b8,,,Sperm count Test Date,Sperm count Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
dbdbc498-b41d-4a0e-acc8-e571e4f3d150,Growth hormone (hGH) fasting;Growth hormone (hGH) fasting Test Date;PTH;PTH Test Date;Triiodothyronine total (T3) ;Triiodothyronine total (T3) Test Date;Triiodothyronine free (FT3) ;Triiodothyronine free (FT3) Test Date;Thyroxine total (T4) ;Thyroxine total (T4) Test Date;Thyroxine free (FT4) ;Thyroxine free (FT4) Test Date;, ,Dosage des hormones,Determination of hormones,Dosage des hormones,Determination of hormones,Misc,Coded,,,,,,
9c4b0991-0ef0-42ab-9b98-e4a08a42eb27,,,Cervico-vaginal Clue cells,Vaginal Cervical smear Clue cells,Cervico-vaginal Clue cells,Vaginal Cervical smear Clue cells,LabTest,Text,,,,,,
ce741dca-2b5f-4546-a7dc-f7e155e3a61c,,,Cervico-vaginal Clue cells Date de résultat,Vaginal Cervical smear Clue cells Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
82fefaa8-d571-4c19-9b0e-1e60c520e828,,,Cervico-vaginal Levures par champs,Vaginal Cervical smear Yeast cells per field,Cervico-vaginal Levures par champs,Vaginal Cervical smear Yeast cells per field,LabTest,Text,,,,,,
2a66535e-035d-4b78-a8ff-633bda776f6b,,,Cervico-vaginal Levures par champs Date de résultat,Vaginal Cervical smear Yeast cells per field Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
f60b0583-65ce-4248-b2d6-a0d3f008a200,,,Cervico-vaginal Cellules épithéliales par champs,Vaginal Cervical smear Epithelial cells per field,Cervico-vaginal Cellules épithéliales par champs,Vaginal Cervical smear Epithelial cells per field,LabTest,Text,,,,,,
0fb92971-4f0d-4109-ae2c-3d71eb99e75a,,,Cervico-vaginal Cellules épithéliales par champs Date de résultat,Vaginal Cervical smear Epithelial cells per field Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
bbaebad9-d083-4d4a-9233-f588a8811987,,,Cervico-vaginal Leucocytes par champ,Vaginal Cervical smear Leucocytes per field,Cervico-vaginal Leucocytes par champ,Vaginal Cervical smear Leucocytes per field,LabTest,Text,,,,,,
6f9e0a25-bca7-4d6e-b277-7e063ab33150,,,Cervico-vaginal Leucocytes par champ Date de résultat,Vaginal Cervical smear Leucocytes per field Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
cfbf48d4-5669-4091-9670-101273bba598,,,Cervico-vaginal Trichomonas vaginalis 1 ou 0,Vaginal Cervical smear Trichomonas vaginalis 1 ou 0,Cervico-vaginal Trichomonas vaginalis 1 ou 0,Vaginal Cervical smear Trichomonas vaginalis 1 ou 0,LabTest,Text,,,,,,
5e8d0527-f2a9-4905-b72f-83e8baba892f,,,Cervico-vaginal Trichomonas vaginalis 1 ou 0 Date de résultat,Vaginal Cervical smear Trichomonas vaginalis 1 ou 0 Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
d44c9737-58f2-4b94-8be2-6d5b52f480e9,,,Cervico-vaginal Flore de doderlein,Vaginal Cervical smear Doderlein flora,Cervico-vaginal Flore de doderlein,Vaginal Cervical smear Doderlein flora,LabTest,Text,,,,,,
d77df155-892c-4480-89f3-47a562e81c24,,,Cervico-vaginal Flore de doderlein Date de résultat,Vaginal Cervical smear Doderlein flora Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
3febc26f-f57c-4c79-939c-79af8a6c91e7,,,Cervico-vaginal Bacilles par gram +,Vaginal Cervical smear Gram + Bacilli,Cervico-vaginal Bacilles par gram +,Vaginal Cervical smear Gram + Bacilli,LabTest,Text,,,,,,
19fee49e-ab4b-4fb4-ac38-2e7e3b65ca3f,,,Cervico-vaginal Bacilles par gram + Date de résultat,Vaginal Cervical smear Gram + Bacilli Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
e0653776-56ad-4037-9773-a07f834cf47b,,,Cervico-vaginal Gardenerella vaginalis,Vaginal Cervical smear Gardenerella vaginalis,Cervico-vaginal Gardenerella vaginalis,Vaginal Cervical smear Gardenerella vaginalis,LabTest,Text,,,,,,
bf2018c2-9770-433b-8c6b-6d34c9eeb091,,,Cervico-vaginal Gardenerella vaginalis Date de résultat,Vaginal Cervical smear Gardenerella vaginalis Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
3c2b2f14-0eb7-4110-866c-3b1e11c3d713,,,Cervico-vaginal Bacilles par Gram -,Vaginal Cervical smear Gram - Bacilli,Cervico-vaginal Bacilles par Gram -,Vaginal Cervical smear Gram - Bacilli,LabTest,Text,,,,,,
817c4d14-0582-4f32-aaf7-904eec96379f,,,Cervico-vaginal Bacilles par Gram - Date de résultat,Vaginal Cervical smear Gram - Bacilli Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
87fecd1c-a2f0-4448-a932-9293416b8be7,,,Cervico-vaginal Cocci par Gram +,Vaginal Cervical smear Gram + Cocci,Cervico-vaginal Cocci par Gram +,Vaginal Cervical smear Gram + Cocci,LabTest,Text,,,,,,
57713f25-a934-4d23-9d8c-c570f28cc853,,,Cervico-vaginal Cocci par Gram + Date de résultat,Vaginal Cervical smear Gram + Cocci Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
d9e13423-5381-4e5a-a581-7746687972a4,,,Cervico-vaginal Cocci par Gram -,Vaginal Cervical smear Gram - Cocci,Cervico-vaginal Cocci par Gram -,Vaginal Cervical smear Gram - Cocci,LabTest,Text,,,,,,
b1215e20-c431-425d-b0b6-9c5fce309316,,,Cervico-vaginal Cocci par Gram - Date de résultat,Vaginal Cervical smear Gram - Cocci Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
36885e85-9e5b-46e0-b4d4-3e73b98eb9cc,,,Cervico-vaginal Type flore vaginale,Vaginal Cervical smear Type of vaginal flora,Cervico-vaginal Type flore vaginale,Vaginal Cervical smear Type of vaginal flora,LabTest,Text,,,,,,
b617ace1-f072-47ed-9bc2-bef1f5709d8a,,,Cervico-vaginal Type flore vaginale Date de résultat,Vaginal Cervical smear Type of vaginal flora Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
7d1a1b43-33f1-4751-ba0f-33577b5f2bfe,,,Cervico-vaginal Germe isolé,Vaginal Cervical smear Identified germ,Cervico-vaginal Germe isolé,Vaginal Cervical smear Identified germ,LabTest,Text,,,,,,
185537a5-1d21-4131-98ba-c559fc3567fc,,,Cervico-vaginal Germe isolé Date de résultat,Vaginal Cervical smear Identified germ Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
a6e1877c-1946-4c89-ac0c-130daad5f25f,,,Cervico-vaginal Antibiograme S.I.R,Vaginal Cervical smear Antibiogram S.I.R,Cervico-vaginal Antibiograme S.I.R,Vaginal Cervical smear Antibiogram S.I.R,LabTest,Text,,,,,,
be3d22a8-4383-4203-ba80-46c5a852e028,,,Cervico-vaginal Antibiograme S.I.R Date de résultat,Vaginal Cervical smear Antibiogram S.I.R Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
960fa77d-ec44-42e8-bbac-272ec8be5c76,,,Cervico-vaginal Aspect macroscopique,Vaginal Cervical smear Macroscopic appearance,Cervico-vaginal Aspect macroscopique,Vaginal Cervical smear Macroscopic appearance,LabTest,Text,,,,,,
f35dac07-1a30-4ee7-8f98-4ac307373ecf,,,Cervico-vaginal Aspect macroscopique Date de résultat,Vaginal Cervical smear Macroscopic appearance Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
13281162-6841-425d-84a8-04ca121900de,Vaginal Cervical smear Clue cells;Vaginal Cervical smear Clue cells Test Date;Vaginal Cervical smear Yeast cells per field;Vaginal Cervical smear Yeast cells per field Test Date;Vaginal Cervical smear Epithelial cells per field;Vaginal Cervical smear Epithelial cells per field Test Date;Vaginal Cervical smear Leucocytes per field;Vaginal Cervical smear Leucocytes per field Test Date;Vaginal Cervical smear Trichomonas vaginalis 1 ou 0;Vaginal Cervical smear Trichomonas vaginalis 1 ou 0 Test Date;Vaginal Cervical smear Doderlein flora;Vaginal Cervical smear Doderlein flora Test Date;Vaginal Cervical smear Gram + Bacilli;Vaginal Cervical smear Gram + Bacilli Test Date;Vaginal Cervical smear Gram - Cocci;Vaginal Cervical smear Gram - Cocci Test Date;Vaginal Cervical smear Gardenerella vaginalis;Vaginal Cervical smear Gardenerella vaginalis Test Date;Vaginal Cervical smear Gram - Bacilli;Vaginal Cervical smear Gram - Bacilli Test Date;Vaginal Cervical smear Gram + Cocci;Vaginal Cervical smear Gram + Cocci Test Date;Vaginal Cervical smear Type of vaginal flora;Vaginal Cervical smear Type of vaginal flora Test Date;Vaginal Cervical smear Identified germ;Vaginal Cervical smear Identified germ Test Date;Vaginal Cervical smear Antibiogram S.I.R;Vaginal Cervical smear Antibiogram S.I.R Test Date;Vaginal Cervical smear Macroscopic appearance;Vaginal Cervical smear Macroscopic appearance Test Date,,Cervico-vaginal,Vaginal Cervical smear,Cervico-vaginal,Vaginal Cervical smear,LabSet,N/A,,,,,,
1cbeb75d-d9ab-44cf-a86d-7229a9025488,,,Prélèvement urétral Cellules épithéliales,Urethral smear Epithelial cells,Prélèvement urétral Cellules épithéliales,Urethral smear Epithelial cells,LabTest,Text,,,,,,
c43566e2-cd73-4f97-ba9c-7a5d0cf65570,,,Prélèvement urétral Cellules épithéliales Date de résultat,Urethral smear Epithelial cells Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
ef630eed-82e6-433d-95fa-5c49435171d2,,,Prélèvement urétral Leucocytes = WBC,Urethral smear Leucocytes (WBC),Prélèvement urétral Leucocytes = WBC,Urethral smear Leucocytes (WBC),LabTest,Text,,,,,,
cf8d42d9-8e0c-4cef-9a23-3a802f292b8e,,,Prélèvement urétral Leucocytes = WBC Date de résultat,Urethral smear Leucocytes (WBC) Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
7a5e90b0-6165-4bbd-9270-e7af9679d058,,,Prélèvement urétral Levures,Urethral smear Yeast,Prélèvement urétral Levures,Urethral smear Yeast,LabTest,Text,,,,,,
208a0c30-bec3-44ca-86fe-9047d8b4891f,,,Prélèvement urétral Levures Date de résultat,Urethral smear Yeast Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
2ec18ab0-c081-4ea6-bbdc-d92736f33a7d,,,Prélèvement urétral Diplocoque de Neisseria,Urethral smear Neisseria diplococci,Prélèvement urétral Diplocoque de Neisseria,Urethral smear Neisseria diplococci,LabTest,Text,,,,,,
a09ddc8d-da6d-43c1-a91d-b6b6eb557bad,,,Prélèvement urétral Diplocoque de Neisseria Date de résultat,Urethral smear Neisseria diplococci Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
8bc2003d-d97a-4a00-a693-9b677d2225d3,,,Prélèvement urétral Bacilles par Gram +,Urethral smear Gram + Bacilli,Prélèvement urétral Bacilles par Gram +,Urethral smear Gram + Bacilli,LabTest,Text,,,,,,
9bf2ac64-9b8d-4552-9ab2-cd7f001d6363,,,Prélèvement urétral Bacilles par Gram + Date de résultat,Urethral smear Gram + Bacilli Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
f4529a5f-595f-4bbe-a1aa-b2691cfff865,,,Prélèvement urétral Bacilles par Gram -,Urethral smear Gram - Bacilli,Prélèvement urétral Bacilles par Gram -,Urethral smear Gram - Bacilli,LabTest,Text,,,,,,
af7f9fb3-7fef-4b11-bc41-149ade72dbfc,,,Prélèvement urétral Bacilles par Gram - Date de résultat,Urethral smear Gram - Bacilli Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
